id;nom;insee;pop_2010;densite_2010;surface;coord1_degree;coord2_degree;coord1_grd;coord2_grd;coord1_dms;coord2_dms
35802;TIGERY;91617;2757;319;8.64;2.5;48.6333;191;54045;23031;483825
35803;FONTENAY-LE-VICOMTE;91244;1273;186;6.83;2.4;48.55;69;53941;22357;483250
35804;MASSY;91377;42258;4481;9.43;2.28333;48.7333;-67;54145;21635;484350
35805;LA FERTE-ALAIS;91232;3985;875;4.55;2.35;48.4833;13;53870;22055;482858
35806;YERRES;91691;29050;2952;9.84;2.5;48.7167;171;54129;22927;484258
35807;PARAY-VIEILLE-POSTE;91479;7111;1158;6.14;2.36667;48.7167;29;54120;22146;484229
35808;SAINT-GERMAIN-LES-ARPAJON;91552;9338;1479;6.31;2.25;48.6;-90;53995;21520;483543
35809;SAINT-MAURICE-MONTCOURONNE;91568;1641;181;9.03;2.11667;48.5833;-234;53981;20734;483457
35810;GIF-SUR-YVETTE;91272;20654;1780;11.6;2.13333;48.6833;-225;54113;20801;484205
35811;PUSSAY;91511;1963;169;11.55;2;48.35;-382;53721;15934;482057
35812;MORANGIS;91432;12136;2528;4.8;2.33333;48.7;-2;54118;22005;484223
35813;VILLIERS-SUR-ORGE;91685;3891;2185;1.78;2.3;48.65;-37;54064;21810;483928
35814;LA FORET-SAINTE-CROIX;91248;155;28;5.36;2.23333;48.3833;-118;53761;21350;482305
35815;GUIBEVILLE;91292;719;275;2.61;2.26667;48.5667;-73;53968;21616;483416
35816;CHILLY-MAZARIN;91161;18484;3318;5.57;2.3;48.7;-23;54117;21858;484219
35817;CHAMPMOTTEUX;91137;376;49;7.57;2.31667;48.35;-19;53715;21909;482036
35818;BOURAY-SUR-JUINE;91095;1962;271;7.23;2.3;48.5167;-43;53911;21751;483112
35819;SOISY-SUR-ECOLE;91599;1357;117;11.52;2.48333;48.4667;176;53861;22940;482830
35820;SOUZY-LA-BRICHE;91602;382;52;7.33;2.15;48.5333;-209;53921;20853;483145
35821;LA NORVILLE;91457;4075;901;4.52;2.26667;48.5833;-85;53984;21535;483507
35822;EPINAY-SOUS-SENART;91215;12171;3399;3.58;2.51667;48.6833;199;54104;23057;484135
35823;BRIERES-LES-SCELLES;91109;1026;118;8.65;2.13333;48.45;-219;53842;20821;482727
35824;NAINVILLE-LES-ROCHES;91441;454;76;5.93;2.5;48.5;176;53895;22940;483021
35825;LES ULIS;91692;24792;4786;5.18;2.1675;48.6823;-188;54091;21003;484056
35826;ATHIS-MONS;91027;30393;3550;8.56;2.4;48.7167;59;54121;22321;484231
35827;LEUVILLE-SUR-ORGE;91333;4099;1646;2.49;2.25;48.6167;-80;54019;21552;483701
35828;SOISY-SUR-SEINE;91600;7048;823;8.56;2.45;48.65;128;54052;22708;483849
35829;FONTENAY-LES-BRIIS;91243;1882;193;9.72;2.15;48.6167;-201;54022;20920;483711
35830;SAINT-CYR-LA-RIVIERE;91544;501;56;8.81;2.13333;48.35;-210;53729;20852;482123
35831;LISSES;91340;7173;689;10.4;2.41667;48.6;100;53998;22535;483552
35832;BAULNE;91047;1316;161;8.17;2.35;48.5;26;53880;22135;482932
35833;BRIIS-SOUS-FORGES;91111;3364;309;10.86;2.11667;48.6167;-236;54027;20726;483728
35834;NOZAY;91458;4731;644;7.34;2.23333;48.65;-104;54067;21434;483937
35835;ORMOY-LA-RIVIERE;91469;941;91;10.29;2.15;48.4;-208;53782;20858;482413
35836;CHAMPLAN;91136;2525;686;3.68;2.26667;48.7;-69;54121;21628;484231
35837;ROINVILLIERS;91526;92;12;7.16;2.23333;48.35;-106;53729;21428;482123
35838;RICHARVILLE;91519;408;39;10.35;2;48.4667;-373;53857;20003;482818
35839;COURSON-MONTELOUP;91186;595;159;3.74;2.15;48.6;-213;53992;20841;483532
35840;CONGERVILLE-THIONVILLE;91613;222;26;8.47;1.99445;48.3778;-380;53753;15940;482240
35841;MARCOUSSIS;91363;7909;470;16.8;2.23333;48.6333;-119;54046;21347;483830
35842;BOULLAY-LES-TROUX;91093;649;135;4.8;2.05;48.6833;-320;54087;20254;484043
35843;LA FORET-LE-ROI;91247;481;60;7.94;2.03333;48.4833;-327;53865;20231;482843
35844;VAUGRIGNEUSE;91634;1269;209;6.06;2.11667;48.6;-238;54003;20721;483609
35845;JANVILLE-SUR-JUINE;91318;1863;174;10.67;2.26667;48.5167;-75;53907;21610;483059
35846;ETIOLLES;91225;3073;263;11.65;2.46667;48.6333;151;54040;22822;483809
35847;LINAS;91339;6479;862;7.51;2.26667;48.6333;-77;54037;21602;483800
35848;SACLAS;91533;1806;132;13.66;2.11667;48.3667;-235;53733;20731;482135
35849;CHAUFFOUR-LES-ETRECHY;91148;135;28;4.8;2.16667;48.5;-186;53894;21008;483015
35850;SAINT-JEAN-DE-BEAUREGARD;91560;278;70;3.97;2.16667;48.6667;-188;54071;21004;483949
35851;MORSANG-SUR-ORGE;91434;20944;4770;4.39;2.35;48.6667;16;54071;22105;483948
35852;JUVISY-SUR-ORGE;91326;14634;6533;2.24;2.38333;48.6833;46;54098;22239;484118
35853;CHALO-SAINT-MARS;91130;1143;39;28.67;2.06667;48.4333;-300;53808;20358;482537
35854;VAUHALLAN;91635;1985;594;3.34;2.2;48.7333;-143;54149;21227;484402
35855;CHALOU-MOULINEUX;91131;418;39;10.47;2.01667;48.3833;-350;53761;20119;482306
35856;VERT-LE-GRAND;91648;2410;151;15.93;2.36667;48.5667;24;53969;22128;483420
35857;MONTGERON;91421;22880;2039;11.22;2.45;48.7;132;54119;22719;484227
35858;SAULX-LES-CHARTREUX;91587;5048;659;7.65;2.26667;48.6833;-78;54103;21559;484132
35859;PECQUEUSE;91482;623;84;7.4;2.05;48.65;-320;54052;20255;483847
35860;CORBREUSE;91175;1703;107;15.79;1.95;48.5;-417;53888;15740;482956
35861;BRETIGNY-SUR-ORGE;91103;23334;1602;14.56;2.31667;48.6167;-32;54011;21828;483634
35862;BOISSY-LE-SEC;91081;671;35;19.06;2.08333;48.4667;-274;53864;20525;482838
35863;VILLEMOISSON-SUR-ORGE;91667;6950;3008;2.31;2.31667;48.6667;-6;54072;21951;483955
35864;SAINT-CHERON;91540;4799;419;11.44;2.11667;48.55;-235;53948;20729;483313
35865;BONDOUFLE;91086;9298;1375;6.76;2.38333;48.6167;49;54015;22250;483648
35866;LE COUDRAY-MONTCEAUX;91179;4708;411;11.44;2.5;48.5667;166;53962;22910;483357
35867;ROINVILLE;91525;1242;92;13.4;2.03333;48.5333;-324;53924;20243;483153
35868;BROUY;91112;125;14;8.39;2.26667;48.3167;-64;53686;21645;481901
35869;SAINT-VRAIN;91579;2813;243;11.57;2.33333;48.5333;-2;53935;22005;483229
35870;SERMAISE;91593;1680;123;13.6;2.08333;48.5333;-284;53929;20450;483210
35871;SAINT-AUBIN;91538;690;193;3.57;2.13333;48.7167;-217;54126;20829;484249
35872;VILLENEUVE-SUR-AUVERS;91671;600;84;7.07;2.25;48.4667;-97;53862;21457;482832
35873;SACLAY;91534;3241;237;13.65;2.16667;48.7333;-181;54145;21024;484351
35874;EGLY;91207;5323;1347;3.95;2.21667;48.5833;-125;53978;21326;483450
35875;MORIGNY-CHAMPIGNY;91433;4311;139;30.85;2.2;48.45;-170;53829;21060;482647
35876;PRUNAY-SUR-ESSONNE;91507;310;60;5.14;2.37361;48.3575;41;53731;22225;482127
35877;SAINT-GERMAIN-LES-CORBEIL;91553;7174;1455;4.93;2.48333;48.6167;170;54023;22921;483714
35878;BUNO-BONNEVAUX;91121;476;29;15.99;2.38333;48.35;57;53735;22318;482140
35879;TORFOU;91619;272;77;3.5;2.23333;48.5333;-122;53924;21336;483153
35880;FONTAINE-LA-RIVIERE;91240;203;55;3.69;2.15;48.35;-202;53729;20918;482121
35881;ITTEVILLE;91315;6575;538;12.2;2.33333;48.5167;6;53905;22031;483051
35882;BREUILLET;91105;8319;1243;6.69;2.16667;48.5667;-183;53962;21017;483358
35883;VILLIERS-LE-BACLE;91679;1204;199;6.03;2.11667;48.7167;-234;54140;20733;484332
35884;CHEPTAINVILLE;91156;1905;266;7.15;2.26667;48.55;-76;53944;21605;483260
35885;LARDY;91330;5528;724;7.63;2.26667;48.5167;-79;53914;21555;483120
35886;MAROLLES-EN-HUREPOIX;91376;4812;743;6.47;2.3;48.5667;-42;53958;21754;483345
35887;VILLECONIN;91662;728;50;14.45;2.11667;48.5167;-237;53904;20725;483049
35888;SAINTE-GENEVIEVE-DES-BOIS;91549;34195;3688;9.27;2.33333;48.6333;-5;54042;21956;483816
35889;BRUYERES-LE-CHATEL;91115;3187;247;12.9;2.2;48.6;-161;53992;21131;483534
35890;SAVIGNY-SUR-ORGE;91589;36842;5285;6.97;2.35;48.6667;18;54082;22109;484026
35891;SAINT-CYR-SOUS-DOURDAN;91546;1011;102;9.89;2.03333;48.5667;-334;53965;20210;483407
35892;OLLAINVILLE;91461;4550;401;11.33;2.21667;48.5833;-130;53989;21309;483523
35893;MESPUITS;91399;191;19;9.95;2.26667;48.35;-72;53730;21620;482125
35894;PLESSIS-SAINT-BENOIST;91495;308;33;9.16;2;48.4333;-367;53826;20021;482636
35895;COURDIMANCHE-SUR-ESSONNE;91184;269;47;5.62;2.37778;48.4181;46;53798;22240;482505
35896;COURANCES;91180;352;42;8.31;2.46667;48.4333;154;53822;22829;482623
35897;LIMOURS;91338;6459;453;14.25;2.08333;48.65;-289;54051;20434;483844
35898;LES MOLIERES;91411;1961;279;7.02;2.06667;48.6667;-297;54080;20408;484020
35899;LONGJUMEAU;91345;21361;4413;4.84;2.3;48.7;-46;54108;21744;484149
35900;SAINT-YON;91581;909;195;4.66;2.18333;48.5667;-168;53958;21107;483345
35901;NEUILLY-SUR-SEINE;92051;61754;16556;3.73;2.26667;48.8833;-77;54319;21603;485314
35902;CHATILLON;92020;32619;11170;2.92;2.28333;48.8;-53;54224;21719;484804
35903;BOIS-COLOMBES;92009;29284;15252;1.92;2.26667;48.9167;-76;54353;21606;485503
35904;PUTEAUX;92062;44753;14029;3.19;2.23333;48.8667;-109;54316;21417;485303
35905;CLAMART;92023;52546;5991;8.77;2.26667;48.8;-83;54223;21543;484803
35906;MEUDON;92048;45058;4551;9.9;2.24167;48.8083;-107;54231;21425;484827
35907;MARNES-LA-COQUETTE;92047;1647;473;3.48;2.175;48.8333;-177;54256;21038;484949
35908;ISSY-LES-MOULINEAUX;92040;64355;15142;4.25;2.26667;48.8167;-75;54248;21609;484923
35909;VAUCRESSON;92076;8615;2797;3.08;2.175;48.8333;-204;54269;20910;485033
35910;RUEIL-MALMAISON;92063;79426;5403;14.7;2.2;48.8833;-165;54309;21118;485240
35911;ANTONY;92002;61793;6463;9.56;2.3;48.75;-44;54170;21748;484512
35912;LE PLESSIS-ROBINSON;92060;27727;8083;3.43;2.26667;48.7833;-81;54204;21549;484660
35913;LEVALLOIS-PERRET;92044;64253;26660;2.41;2.28333;48.9;-54;54326;21716;485336
35914;BOULOGNE-BILLANCOURT;92012;114205;18509;6.17;2.25;48.8333;-106;54262;21429;485007
35915;ASNIERES-SUR-SEINE;92004;82327;17080;4.82;2.28556;48.9112;-57;54346;21708;485440
35916;COLOMBES;92025;85398;10934;7.81;2.25;48.9167;-94;54360;21508;485525
35917;FONTENAY-AUX-ROSES;92032;23351;9303;2.51;2.28333;48.7833;-57;54210;21708;484721
35918;GARCHES;92033;18169;6754;2.69;2.18333;48.8417;-166;54273;21113;485044
35919;VILLENEUVE-LA-GARENNE;92078;25183;7869;3.2;2.33333;48.9333;-10;54375;21940;485614
35920;COURBEVOIE;92026;87469;20975;4.17;2.25222;48.8973;-94;54330;21508;485350
35921;MONTROUGE;92049;48597;23476;2.07;2.31667;48.8167;-17;54241;21916;484859
35922;CHATENAY-MALABRY;92019;32111;5033;6.38;2.26667;48.7667;-65;54184;21641;484555
35923;CLICHY;92024;58916;19128;3.08;2.3;48.9;-35;54337;21820;485413
35924;VANVES;92075;27002;17308;1.56;2.3;48.8333;-53;54244;21720;484912
35925;VILLE-D'AVRAY;92077;10828;2950;3.67;2.19167;48.825;-159;54251;21136;484934
35926;SURESNES;92073;46723;12327;3.79;2.23333;48.8667;-122;54301;21337;485216
35927;SEVRES;92072;22978;5876;3.91;2.2;48.8167;-140;54248;21239;484923
35928;SCEAUX;92071;19638;5455;3.6;2.28333;48.7833;-51;54198;21726;484643
35929;CHAVILLE;92022;18668;5258;3.55;2.2;48.8;-164;54232;21119;484831
35930;LA GARENNE-COLOMBES;92035;27628;15521;1.78;2.25;48.9;-103;54339;21437;485418
35931;GENNEVILLIERS;92036;41364;3553;11.64;2.3;48.9333;-35;54369;21817;485557
35932;NANTERRE;92050;89185;7316;12.19;2.2;48.9;-148;54323;21213;485326
35933;SAINT-CLOUD;92064;29873;3951;7.56;2.21667;48.8417;-135;54274;21255;485047
35934;MALAKOFF;92046;30982;14967;2.07;2.3;48.8167;-42;54241;21757;484902
35935;BAGNEUX;92007;38080;9088;4.19;2.3;48.8;-27;54220;21845;484752
35936;BOURG-LA-REINE;92014;19985;10744;1.86;2.31667;48.775;-23;54198;21857;484641
35937;LE BOURGET;93013;14864;7146;2.08;2.41667;48.9333;98;54372;22528;485604
35938;BAGNOLET;93006;33883;13184;2.57;2.41667;48.8667;89;54297;22501;485201
35939;LA COURNEUVE;93027;38007;5054;7.52;2.38333;48.9167;66;54368;22345;485553
35940;LES PAVILLONS-SOUS-BOIS;93057;21746;7447;2.92;2.51667;48.9;193;54340;23038;485421
35941;SEVRAN;93071;49832;6845;7.28;2.53333;48.9333;207;54379;23122;485629
35942;VILLEMOMBLE;93077;28006;6932;4.04;2.5;48.8833;194;54323;23040;485325
35943;MONTREUIL;93048;102770;11521;8.92;2.43333;48.8667;118;54289;22635;485137
35944;LIVRY-GARGAN;93046;41808;5665;7.38;2.55;48.9167;221;54354;23207;485506
35945;AULNAY-SOUS-BOIS;93005;82120;5069;16.2;2.51667;48.95;174;54374;22935;485611
35946;DUGNY;93030;10656;2739;3.89;2.41667;48.95;89;54393;22459;485713
35947;COUBRON;93015;4733;1143;4.14;2.58333;48.9167;268;54350;23439;485455
35948;VILLETANEUSE;93079;12592;5451;2.31;2.34167;48.9583;8;54405;22039;485752
35949;LE RAINCY;93062;13828;6173;2.24;2.51667;48.9;207;54332;23123;485357
35950;SAINT-DENIS;93066;106785;8639;12.36;2.35833;48.9333;19;54373;22114;485608
35951;LES LILAS;93045;22228;17641;1.26;2.43333;48.8833;89;54311;22501;485248
35952;CLICHY-SOUS-BOIS;93014;29750;7531;3.95;2.55;48.9167;234;54344;23250;485433
35953;NOISY-LE-GRAND;93051;62964;4862;12.95;2.56667;48.85;246;54271;23329;485038
35954;ROMAINVILLE;93063;25771;7491;3.44;2.43333;48.8833;111;54315;22610;485301
35955;AUBERVILLIERS;93001;76087;13209;5.76;2.38333;48.9167;51;54346;22257;485440
35956;NOISY-LE-SEC;93053;39733;7883;5.04;2.46667;48.8833;130;54323;22713;485327
35957;VILLEPINTE;93078;35658;3438;10.37;2.53333;48.9667;215;54401;23149;485738
35958;BOBIGNY;93008;47492;7015;6.77;2.45;48.9;114;54344;22619;485435
