id;nom;insee;pop_2010;densite_2010;surface;coord1_degree;coord2_degree;coord1_grd;coord2_grd;coord1_dms;coord2_dms
35365;ARGENTEUIL-SUR-ARMANCON;89017;245;8;30.51;4.1;47.75;1968;53056;40628;474501
35366;BRIENON-SUR-ARMANCON;89055;3140;121;25.87;3.61667;48;1422;53325;33659;475934
35367;HERY;89201;1883;88;21.19;3.63333;47.9;1433;53224;33734;475404
35368;GURGY;89198;1646;125;13.12;3.56667;47.8667;1360;53185;33337;475159
35369;CHAMPS-SUR-YONNE;89077;1573;358;4.39;3.60111;47.7373;1405;53041;33604;474414
35370;STIGNY;89403;124;6;17.86;4.23333;47.7667;2107;53082;41358;474626
35371;SOUCY;89399;1479;68;21.62;3.31667;48.25;1097;53611;31927;481458
35372;NAILLY;89274;1258;58;21.61;3.225;48.225;985;53582;31323;481325
35373;TANLAY;89407;1119;28;38.66;4.08333;47.8333;1945;53163;40512;475047
35374;SACY;89330;205;7;27.7;3.81667;47.6667;1648;52964;34912;474003
35375;MAILLY-LA-VILLE;89237;558;23;23.79;3.66667;47.6;1494;52888;34052;473557
35376;MARCHAIS-BETON;89243;120;10;10.95;3.05;47.8333;791;53151;30255;475007
35377;BAON;89028;83;9;8.57;4.13333;47.85;1996;53177;40759;475133
35378;CENSY;89064;57;11;4.86;4.05;47.7;1895;52997;40230;474149
35379;CISERY;89109;53;11;4.7;4.06667;47.5167;1916;52790;40340;473039
35380;COLLAN;89112;189;14;13.16;3.88333;47.85;1710;53158;35232;475033
35381;THAROT;89410;92;39;2.35;3.86667;47.5333;1692;52809;35133;473140
35382;ARMEAU;89018;753;73;10.31;3.31667;48.05;1096;53384;31924;480245
35383;PRECY-SUR-VRIN;89313;476;22;21.16;3.25;47.9667;1012;53297;31451;475803
35384;ATHIE;89022;147;29;4.9;3.99;47.5387;1837;52821;35924;473219
35385;SAINPUITS;89331;335;14;22.84;3.26667;47.5167;1025;52798;31534;473105
35386;SAINT-LOUP-D'ORDON;89350;239;13;17.67;3.16667;48.0167;918;53351;30948;480057
35387;FOUCHERES;89180;406;27;14.72;3.13333;48.1667;892;53520;30822;481005
35388;BEAUVOIR;89033;344;51;6.72;3.36667;47.8;1149;53105;32215;474739
35389;ANNOUX;89012;95;10;8.97;4.05;47.6333;1904;52918;40302;473735
35390;DANNEMOINE;89137;422;41;10.28;3.96667;47.9;1799;53217;35719;475344
35391;SAINT-MAURICE-AUX-RICHES-HOMMES;89359;455;13;33.17;3.51389;48.3506;1308;53723;33050;482102
35392;ARCY-SUR-CURE;89015;503;19;26.33;3.75;47.6;1582;52892;34538;473611
35393;CERILLY;89065;40;5;7.29;3.61667;48.1833;1429;53536;33721;481056
35394;LICHERES-PRES-AIGREMONT;89224;173;10;16.37;3.85;47.7167;1688;53031;35119;474341
35395;PRUNOY;89317;311;12;24.89;3.13333;47.9167;881;53237;30747;475448
35396;MELISEY;89247;301;13;22.17;4.06667;47.9167;1935;53240;40442;475456
35397;THEIL-SUR-VANNE;89411;517;44;11.55;3.41667;48.1667;1214;53520;32546;481004
35398;PRECY-LE-SEC;89312;285;18;15.76;3.83333;47.5833;1662;52882;34957;473537
35399;MOULINS-EN-TONNERROIS;89271;112;7;15.13;4.03333;47.7333;1887;53035;40204;474354
35400;FLOGNY-LA-CHAPELLE;89169;1033;43;23.75;3.87223;47.9525;1706;53281;35220;475709
35401;SUBLIGNY;89404;491;62;7.88;3.2;48.1667;963;53519;31212;481001
35402;PIMELLES;89299;65;6;9.91;4.16667;47.8333;2046;53153;41040;475017
35403;GUILLON;89197;464;38;11.94;4.1;47.5167;1952;52794;40536;473051
35404;BAZARNES;89030;407;20;19.39;3.66667;47.6667;1474;52956;33946;473939
35405;VILLENEUVE-LES-GENETS;89462;308;12;24.69;3.1;47.7333;839;53041;30529;474412
35406;LAVAU;89220;509;9;55.06;2.98333;47.6;723;52884;25914;473544
35407;CHEMILLY-SUR-SEREIN;89095;175;13;13;3.85;47.7667;1695;53079;35143;474617
35408;SAUVIGNY-LE-BEUREAL;89377;62;12;4.82;4.11667;47.4833;1970;52763;40633;472913
35409;DRACY;89147;238;10;21.86;3.25;47.7583;1016;53064;31502;474528
35410;CHEVILLON;89103;309;23;13.08;3.18333;47.9167;933;53245;31033;475515
35411;VAL-DE-MERCY;89426;371;27;13.46;3.58333;47.6833;1391;52973;33519;474033
35412;RAVIERES;89321;854;39;21.85;4.21667;47.7333;2101;53039;41341;474405
35413;SAINT-FARGEAU;89344;1793;26;67.2;3.06667;47.6333;816;52934;30417;473827
35414;PACY-SUR-ARMANCON;89284;206;15;13.35;4.08333;47.7667;1952;53086;40538;474638
35415;MARMEAUX;89244;81;7;10.76;4.1;47.5833;1955;52869;40547;473456
35416;VERON;89443;1954;122;15.91;3.3;48.1333;1079;53476;31826;480744
35417;SAINT-DENIS;89342;679;100;6.73;3.26667;48.2333;1033;53587;31559;481343
35418;BELLECHAUME;89035;453;18;24.51;3.6;48.05;1413;53381;33629;480234
35419;BRANCHES;89053;438;39;10.99;3.48333;47.8833;1272;53205;32854;475303
35420;LICHERES-SUR-YONNE;89225;58;4;14.31;3.6;47.5;1395;52786;33530;473027
35421;CHAMPLOST;89076;804;35;22.94;3.66667;48.0333;1479;53363;34004;480137
35422;SEPEAUX;89388;422;21;19.91;3.23333;47.95;999;53269;31408;475633
35423;L'ISLE-SUR-SEREIN;89204;738;166;4.44;4;47.5833;1853;52875;40016;473516
35424;SENNEVOY-LE-HAUT;89386;107;12;8.84;4.28333;47.8;2160;53120;41650;474827
35425;MONTIGNY-LA-RESLE;89265;601;37;16.19;3.68333;47.8667;1493;53184;34048;475157
35426;VILLIERS-SAINT-BENOIT;89472;513;15;34.04;3.21667;47.7833;972;53091;31239;474654
35427;CHEU;89101;542;71;7.61;3.76667;47.9667;1588;53295;34556;475756
35428;CUY;89136;767;110;6.97;3.26667;48.25;1031;53620;31553;481528
35429;LA CHAPELLE-VAUPELTEIGNE;89081;97;19;5.04;3.76667;47.85;1588;53162;34556;475045
35430;TRONCHOY;89423;148;22;6.59;3.95;47.9167;1783;53238;35628;475452
35431;FLEURY-LA-VALLEE;89167;1117;74;15.06;3.45;47.8667;1236;53186;32658;475202
35432;PIERRE-PERTHUIS;89297;127;17;7.34;3.78333;47.4333;1623;52707;34749;472609
35433;SAINTE-MAGNANCE;89351;443;22;19.37;4.06667;47.45;1935;52723;40441;472701
35434;ROUSSON;89327;410;72;5.62;3.26667;48.1;1029;53439;31546;480541
35435;VENOY;89438;1767;77;22.74;3.63333;47.8;1445;53117;33813;474820
35436;LAROCHE-SAINT-CYDROINE;89218;1348;150;8.95;3.51667;47.9667;1275;53295;32904;475755
35437;THAROISEAU;89409;66;19;3.43;3.8;47.4667;1631;52736;34817;472745
35438;FONTENOUILLES;89178;221;13;16.48;3.05;47.8833;788;53211;30246;475322
35439;ROFFEY;89323;146;17;8.55;3.91667;47.9167;1760;53242;35515;475503
35440;VILLENEUVE-SAINT-SALVES;89463;253;35;7.04;3.65;47.85;1460;53172;33903;475117
35441;VILLEVALLIER;89468;414;49;8.37;3.31667;48.0167;1086;53361;31850;480129
35442;SEMENTRON;89383;117;10;11.7;3.36667;47.65;1125;52926;32057;473801
35443;TRICHEY;89422;43;6;6.61;4.13333;47.9333;2004;53256;40826;475549
35444;SCEAUX;89381;135;10;13.22;4.01667;47.5333;1871;52810;40113;473145
35445;BRION;89056;602;36;16.5;3.48333;48;1271;53329;32850;475945
35446;CORNANT;89116;351;69;5.06;3.18333;48.1333;943;53481;31108;480757
35447;DOMATS;89144;837;34;24.15;3.06667;48.1167;811;53460;30360;480651
35448;CHARBUY;89083;1746;74;23.4;3.46667;47.8167;1255;53138;32759;474926
35449;BUSSY-LE-REPOS;89060;406;17;23.79;3.23333;48.05;995;53396;31355;480324
35450;BAGNEAUX;89027;230;14;16.24;3.58333;48.2333;1398;53592;33541;481359
35451;VILLEBLEVIN;89449;1822;247;7.36;3.08333;48.3167;828;53694;30454;481928
35452;DISSANGIS;89141;143;19;7.33;3.98333;47.6;1828;52886;35855;473550
35453;MIGENNES;89257;7243;436;16.58;3.51667;47.9667;1311;53294;33100;475753
35454;CHATEL-CENSOIR;89091;663;26;24.62;3.63333;47.5167;1441;52813;33802;473154
35455;LOOZE;89230;469;73;6.36;3.43333;47.9833;1226;53325;32624;475933
35456;VINNEUF;89480;1337;87;15.26;3.13333;48.35;887;53723;30806;482102
35457;ETIVEY;89161;239;8;28.02;4.15;47.6667;2008;52975;40838;474040
35458;ETAULE;89159;413;46;8.89;3.91667;47.5167;1753;52818;35453;473211
35459;MERRY-SEC;89252;170;11;14.17;3.48333;47.65;1276;52952;32906;473923
35460;VARENNES;89430;295;29;10.06;3.78333;47.9;1607;53228;34659;475420
35461;BROSSES;89057;292;14;19.97;3.68333;47.5333;1505;52819;34128;473212
35462;CHASSIGNELLES;89087;323;24;13;4.18333;47.75;2046;53066;41040;474533
35463;COULANGERON;89117;197;23;8.52;3.46667;47.6833;1259;52979;32812;474051
35464;SANTIGNY;89375;108;11;9.35;4.11667;47.5667;1983;52853;40717;473403
35465;MAGNY;89235;820;26;30.75;3.98098;47.4841;1823;52756;35838;472851
35466;VILLON;89475;95;10;9.42;4.18333;47.9;2058;53233;41121;475435
35467;TRUCY-SUR-YONNE;89424;141;16;8.31;3.66667;47.6333;1470;52920;33935;473741
35468;SERMIZELLES;89392;286;40;7.01;3.8;47.5333;1619;52818;34736;473211
35469;CHASTELLUX-SUR-CURE;89089;154;14;10.55;3.88333;47.3833;1723;52651;35315;472310
35470;MASSANGIS;89246;410;9;43.35;3.96667;47.6167;1819;52917;35827;473731
35471;SOUGERES-EN-PUISAYE;89400;341;12;26.5;3.33333;47.5667;1102;52844;31942;473333
35472;ROUVRAY;89328;380;50;7.59;3.66667;47.9;1480;53220;34006;475351
35473;BLANNAY;89044;132;18;7.26;3.78333;47.5333;1605;52810;34652;473143
35474;PROVENCY;89316;217;18;11.88;3.95;47.55;1799;52829;35721;473247
35475;JOUX-LA-VILLE;89208;1221;27;43.81;3.85;47.6167;1695;52914;35145;473721
35476;MENADES;89248;49;8;5.7;3.81667;47.45;1653;52717;34928;472642
35477;ARGENTENAY;89016;99;19;5.07;4.11667;47.8167;1973;53128;40644;474854
35478;LAINSECQ;89216;375;15;25;3.26667;47.55;1041;52839;31624;473318
35479;MIGE;89256;447;30;14.62;3.55;47.6833;1341;52972;33236;474029
35480;JUSSY;89212;437;60;7.28;3.58333;47.7167;1386;53024;33503;474316
35481;COURSON-LES-CARRIERES;89125;859;25;34.16;3.5;47.6;1293;52905;33001;473652
35482;VILLIERS-LES-HAUTS;89470;151;7;19.12;4.15;47.7333;2013;53029;40854;474335
35483;MERRY-SUR-YONNE;89253;214;9;23.66;3.65;47.5667;1453;52848;33838;473347
35484;VILLENEUVE-LA-GUYARD;89460;3166;190;16.62;3.06667;48.3333;809;53711;30352;482024
35485;COULANGES-SUR-YONNE;89119;556;52;10.58;3.53333;47.5167;1337;52807;33224;473136
35486;ROSOY;89326;1042;175;5.94;3.31667;48.15;1084;53501;31843;480902
35487;PIFFONDS;89298;591;24;24.55;3.15;48.05;900;53395;30847;480320
35488;THOREY;89413;45;6;6.93;4.12223;47.9034;1984;53226;40720;475412
35489;CERISIERS;89066;994;38;25.78;3.48333;48.1333;1276;53482;32905;480801
35490;TAINGY;89405;297;14;20.81;3.4;47.6167;1186;52907;32414;473658
35491;DRUYES-LES-BELLES-FONTAINES;89148;299;7;39.48;3.42028;47.5478;1204;52831;32513;473252
35492;ANNAY-LA-COTE;89009;360;27;12.92;3.88333;47.5333;1723;52816;35315;473205
35493;GUERCHY;89196;634;53;11.86;3.45;47.8833;1226;53215;32624;475335
35494;CHARENTENAY;89084;309;21;14.64;3.55;47.65;1343;52944;33243;473860
35495;DIXMONT;89142;888;21;42.18;3.41667;48.0833;1197;53425;32450;480458
35496;ASNIERES-SOUS-BOIS;89020;162;9;17.95;3.65;47.4833;1458;52759;33856;472858
35497;COLLEMIERS;89113;573;53;10.7;3.23333;48.15;997;53507;31401;480924
35498;QUARRE-LES-TOMBES;89318;723;15;46.05;3.98333;47.3667;1845;52631;35951;472205
35499;LIXY;89229;437;36;12.02;3.1;48.2333;845;53598;30549;481417
35500;VIREAUX;89481;150;10;14.58;4.05;47.7833;1903;53096;40257;474711
35501;ARCES-DILO;89014;610;22;27.02;3.5975;48.0909;1401;53434;33551;480527
35502;SORMERY;89398;372;12;30.56;3.76667;48.0833;1594;53431;34617;480516
35503;EGRISELLES-LE-BOCAGE;89151;1239;52;23.69;3.18333;48.1167;939;53467;31056;480713
35504;SAINT-JULIEN-DU-SAULT;89348;2364;99;23.81;3.3;48.0333;1065;53369;31742;480155
35505;SOUMAINTRAIN;89402;199;18;10.61;3.83333;48.0167;1663;53351;34959;480056
35506;EGLENY;89150;456;56;8.02;3.36667;47.8167;1144;53120;32157;474829
35507;RUGNY;89329;102;7;13.89;4.15;47.9;2012;53220;40850;475352
35508;SAINT-MAURICE-LE-VIEIL;89360;317;64;4.93;3.35;47.8167;1127;53137;32103;474923
35509;LA POSTOLLE;89310;152;13;11.59;3.43333;48.2833;1230;53647;32635;481656
35510;SAINT-VALERIEN;89370;1668;74;22.31;3.1;48.1833;843;53533;30542;481045
35511;SEIGNELAY;89382;1587;117;13.47;3.6;47.9;1406;53226;33606;475412
35512;HAUTERIVE;89200;418;43;9.56;3.6;47.9333;1403;53251;33557;475532
35513;COMPIGNY;89115;161;20;7.79;3.26667;48.3667;1044;53739;31633;482155
35514;LES SIEGES;89395;440;18;23.59;3.51667;48.1833;1313;53533;33107;481048
35515;LES CLERIMOIS;89111;265;21;12.61;3.43333;48.2333;1227;53587;32628;481341
35516;SENNEVOY-LE-BAS;89385;104;11;8.69;4.28333;47.8;2171;53118;41727;474823
35517;LA FERTE-LOUPIERE;89163;557;18;30.48;3.23333;47.9;999;53217;31408;475344
35518;VAULT-DE-LUGNY;89433;325;21;15.2;3.85;47.5;1682;52776;35102;472954
35519;CHAMVRES;89079;676;121;5.58;3.36667;47.95;1138;53286;32140;475725
35520;PERRIGNY-SUR-ARMANCON;89296;120;8;14.04;4.21667;47.6833;2111;52988;41412;474122
35521;MONT-SAINT-SULPICE;89268;788;40;19.62;3.63333;47.95;1433;53280;33734;475707
35522;SENS;89387;24883;1135;21.92;3.28389;48.1981;1052;53553;31660;481150
35523;PONT-SUR-VANNE;89308;195;18;10.47;3.45;48.1833;1229;53538;32634;481103
35524;SERY;89394;114;26;4.26;3.68333;47.6167;1497;52909;34102;473705
35525;GY-L'EVEQUE;89199;465;30;15.02;3.55;47.7167;1346;53024;33254;474317
35526;MEZILLES;89254;573;10;52.42;3.16667;47.7;930;53002;31024;474205
35527;LA BELLIOLE;89036;256;30;8.49;3.08333;48.15;838;53496;30525;480848
35528;CHAMPCEVRAIS;89072;336;10;32.73;2.96667;47.75;690;53051;25727;474444
35529;PASILLY;89290;51;5;9.99;4.08333;47.7;1935;52997;40440;474150
35530;LUCY-SUR-YONNE;89234;151;18;8.19;3.58333;47.5167;1385;52805;33459;473127
35531;CHARMOY;89085;1173;167;7.02;3.49167;47.9417;1284;53268;32930;475629
35532;GIVRY;89190;177;20;8.43;3.8;47.5167;1620;52800;34742;473111
35533;CHIGY;89107;286;24;11.76;3.48333;48.2;1267;53555;32838;481159
35534;SERGINES;89391;1231;64;18.96;3.25;48.3333;1028;53714;31541;482032
35535;LA CELLE-SAINT-CYR;89063;804;43;18.57;3.3;47.9667;1059;53303;31723;475822
35536;ORMOY;89282;680;51;13.33;3.56667;47.95;1373;53282;33422;475715
35537;BEINE;89034;519;24;21.57;3.71667;47.8167;1539;53132;34317;474909
35538;NEUILLY;89275;419;31;13.39;3.43333;47.9167;1224;53240;32618;475459
35539;JUNAY;89211;99;27;3.63;3.95;47.8833;1791;53198;35655;475241
35540;FESTIGNY;89164;79;14;5.56;3.53333;47.55;1334;52838;33215;473315
35541;CHABLIS;89068;2338;60;38.83;3.8;47.8167;1623;53128;34749;474854
35542;BOIS-D'ARCY;89049;30;8;3.48;3.71667;47.55;1533;52830;34259;473249
35543;SAINT-ANDRE-EN-TERRE-PLAINE;89333;184;12;14.26;4.06667;47.4833;1914;52756;40334;472849
35544;SAINT-CYR-LES-COLONS;89341;421;12;34.77;3.73333;47.75;1557;53047;34417;474431
35545;VILLENEUVE-LA-DONDAGRE;89459;241;16;14.55;3.13333;48.1333;888;53487;30809;480817
35546;TREIGNY;89420;897;17;52.7;3.18417;47.5509;942;52834;31103;473303
35547;ANDRYES;89007;466;15;29.79;3.48333;47.5167;1277;52799;32909;473108
35548;COURTOIN;89126;39;6;6.15;3.1;48.1167;857;53471;30630;480725
35549;GRIMAULT;89194;117;4;23.77;3.98333;47.65;1834;52946;35913;473906
35550;VILLIERS-SUR-THOLON;89473;486;31;15.5;3.33333;47.8833;1111;53209;32012;475318
35551;VERNOY;89442;214;14;14.42;3.11667;48.0833;876;53439;30730;480543
35552;COURGIS;89123;260;25;10.04;3.75;47.7667;1576;53082;34517;474627
35553;POILLY-SUR-SEREIN;89303;281;13;21.28;3.9;47.7667;1729;53072;35333;474553
35554;VILLIERS-VINEUX;89474;297;26;11.18;3.81667;47.9333;1664;53270;35003;475636
35555;NUITS;89280;415;35;11.58;4.21334;47.7312;2085;53035;41248;474352
35556;LA CHAPELLE-SUR-OREUSE;89080;561;31;17.92;3.3;48.2833;1079;53655;31827;481722
35557;JOIGNY;89206;10249;219;46.67;3.4;47.9833;1178;53314;32350;475856
35558;BRANNAY;89054;728;67;10.81;3.11667;48.2333;868;53589;30703;481350
35559;SAVIGNY-EN-TERRE-PLAINE;89379;148;17;8.69;4.08333;47.5;1943;52773;40509;472945
35560;FONTAINES;89173;470;18;25.18;3.26667;47.7;1025;52992;31534;474132
35561;VILLENEUVE-L'ARCHEVEQUE;89461;1217;176;6.89;3.55;48.2333;1355;53595;33321;481408
35562;POURRAIN;89311;1447;60;23.84;3.41667;47.75;1195;53061;32444;474518
35563;FOURNAUDIN;89181;116;12;9.16;3.65;48.15;1448;53504;33825;480912
35564;JOUANCY;89207;31;5;5.94;4.03362;47.6828;1886;52981;40201;474058
35565;VALLERY;89428;555;44;12.43;3.05;48.2333;789;53601;30249;481427
35566;BLEIGNY-LE-CARREAU;89045;306;29;10.29;3.68333;47.8333;1496;53151;34058;475008
35567;OUANNE;89283;678;17;38.2;3.41667;47.6667;1202;52958;32506;473943
35568;SERRIGNY;89393;130;17;7.5;3.91667;47.8333;1753;53150;35450;475007
35569;SAINTE-COLOMBE-SUR-LOING;89340;179;12;14.76;3.23333;47.5667;998;52855;31404;473411
35570;AUXERRE;89024;36200;724;49.95;3.56667;47.8;1367;53108;33401;474751
35571;MALICORNE;89241;161;10;15.91;3.1;47.8167;850;53135;30607;474917
