id;nom;insee;pop_2010;densite_2010;surface;long_deg;lat_deg
30023;MOTZ;73180;392;43;9.04;5.84684;45.9207
30024;SAINT-PIERRE-D'ALVEY;73271;282;36;7.7;5.73333;45.6333
30025;HAUTEVILLE;73133;324;132;2.45;6.16667;45.5333
30026;VILLARD-D'HERY;73314;246;50;4.9;6.13333;45.5167
30027;AIGUEBELETTE-LE-LAC;73001;240;30;7.91;5.81667;45.5333
30028;LA CHAPELLE-SAINT-MARTIN;73078;148;57;2.57;5.75;45.65
30029;BONNEVAL;73046;106;5;19.58;6.45;45.5167
30030;SONNAZ;73288;1510;222;6.79;5.91667;45.6167
30031;SAINT-LEGER;73252;235;21;11.06;6.26667;45.4333
30032;LE PONTET;73205;138;15;8.66;6.23333;45.5
30033;SAINT-SORLIN-D'ARVES;73280;343;8;39;6.23333;45.2167
30034;LA CHAVANNE;73082;613;200;3.06;6.07501;45.495
30035;SAINT-GEORGES-DES-HURTIERES;73237;302;25;11.85;6.28333;45.5
30036;THENESOL;73292;246;44;5.49;6.4;45.7167
30037;SAINTE-REINE;73277;158;10;14.62;6.11667;45.6167
30038;LA GIETTAZ;73123;446;12;35.2;6.5;45.8667
30039;MONTVALEZAN;73176;676;26;25.9;6.83333;45.6167
30040;ALBIEZ-MONTROND;73013;381;7;48.58;6.33333;45.2167
30041;SAINT-JEAN-DE-LA-PORTE;73247;842;52;16.01;6.13333;45.55
30042;LES CHAVANNES-EN-MAURIENNE;73083;234;49;4.69;6.28195;45.3914
30043;SALINS-LES-THERMES;73284;947;227;4.17;6.53333;45.4667
30044;MODANE;73157;3495;49;71.04;6.66667;45.2
30045;VILLAROUX;73324;224;72;3.09;6.07501;45.4581
30046;QUEIGE;73211;852;26;32.61;6.46667;45.7167
30047;ROGNAIX;73216;436;48;8.98;6.45;45.5833
30048;AUSSOIS;73023;667;15;41.94;6.75;45.2333
30049;JARRIER;73138;471;26;17.79;6.31667;45.2833
30050;SAINT-OURS;73265;547;119;4.59;6;45.75
30051;ONTEX;73193;91;19;4.62;5.81667;45.75
30052;SAINT-FRANCOIS-DE-SALES;73234;143;9;14.44;6.05;45.6833
30053;FRANCIN;73118;883;127;6.93;6.03333;45.5
30054;PUGNY-CHATENOD;73208;941;175;5.36;5.95;45.7
30055;GRESY-SUR-AIX;73128;3986;313;12.73;5.95;45.7167
30056;SAINT-GENIX-SUR-GUIERS;73236;2247;183;12.27;5.63333;45.6
30057;FRETERIVE;73120;489;44;11.01;6.2;45.5833
30058;CHAMPAGNEUX;73070;594;55;10.68;5.66667;45.6167
30059;BARBERAZ;73029;4598;1213;3.79;5.93333;45.55
30060;CHINDRIEUX;73085;1235;75;16.42;5.85;45.8167
30061;LA MOTTE-SERVOLEX;73179;11101;371;29.85;5.88333;45.6
30062;AIGUEBLANCHE;73003;3117;158;19.67;6.5;45.5
30063;SAINT-OYEN;73266;206;97;2.11;6.48333;45.5
30064;DULLIN;73104;402;75;5.31;5.75;45.55
30065;MONTAGNOLE;73160;816;72;11.3;5.9;45.5333
30066;MONTCEL;73164;858;56;15.23;5.98333;45.7167
30067;ARVILLARD;73021;847;28;29.28;6.11667;45.45
30068;PLANCHERINE;73202;413;60;6.86;6.31667;45.6667
30069;SAINT-FRANC;73233;149;20;7.25;5.73333;45.4833
30070;SAINT-CASSIN;73228;758;51;14.79;5.88333;45.5333
30071;SAINT-REMY-DE-MAURIENNE;73278;1272;28;44.26;6.26501;45.392
30072;GERBAIX;73122;416;60;6.91;5.75;45.6
30073;BOZEL;73055;2027;70;28.8;6.65;45.45
30074;NOTRE-DAME-DE-BELLECOMBE;73186;512;23;21.45;6.51667;45.8
30075;SAINT-GIROD;73239;581;91;6.35;5.95;45.7833
30076;SAINT-GERMAIN-LA-CHAMBOTTE;73238;446;46;9.64;5.9;45.7833
30077;LA BALME;73028;252;26;9.4;5.71862;45.7062
30078;VILLAROGER;73323;400;14;28.15;6.86667;45.5833
30079;CHIGNIN;73084;831;99;8.32;6.01667;45.5167
30080;BEAUFORT;73034;2184;14;149.53;6.575;45.7167
30081;ARGENTINE;73019;902;32;28.03;6.31667;45.5
30082;SAINT-CHRISTOPHE;73229;517;46;11.01;5.77556;45.4506
30083;EPERSY;73108;342;106;3.22;5.95;45.7333
30084;MARCIEUX;73152;185;42;4.4;5.76667;45.6167
30085;SAINT-ETIENNE-DE-CUINES;73231;1200;58;20.5;6.28333;45.35
30086;PLANAISE;73200;512;123;4.16;6.08333;45.5
30087;JARSY;73139;284;8;32.68;6.18333;45.65
30088;SAINT-JULIEN-MONT-DENIS;73250;1630;49;33.04;6.40445;45.2564
30089;BRAMANS;73056;392;4;92.26;6.76667;45.2167
30090;LE BOURGET-DU-LAC;73051;4410;219;20.05;5.86667;45.65
30091;ECOLE;73106;254;8;29.65;6.16667;45.65
30092;SAINT-PANCRACE;73267;286;51;5.59;6.33333;45.2667
30093;VILLARD-LEGER;73315;491;72;6.73;6.18333;45.5167
30094;FEISSONS-SUR-ISERE;73112;584;48;12.1;6.46667;45.5667
30095;BOURGET-EN-HUILE;73052;149;21;6.79;6.2;45.4833
30096;VILLARGONDRAN;73320;988;161;6.12;6.36667;45.2667
30097;COISE-SAINT-JEAN-PIED-GAUTHIER;73089;1182;113;10.38;6.13333;45.5333
30098;LES CHAPELLES;73077;517;29;17.31;6.73333;45.5833
30099;UGINE;73303;7058;123;57.36;6.41667;45.75
30100;BOURG-SAINT-MAURICE;73054;7705;43;179.07;6.76667;45.6167
30101;SAINT-OFFENGE-DESSUS;73264;274;35;7.71;6;45.7167
30102;SAINT-MARTIN-SUR-LA-CHAMBRE;73259;476;101;4.69;6.31667;45.3653
30103;NOTRE-DAME-DES-MILLIERES;73188;924;89;10.35;6.35;45.6333
30104;SAINT-JEAN-DE-CHEVELU;73245;747;58;12.72;5.83333;45.7
30105;AITON;73007;1774;108;16.29;6.25;45.5667
30106;VIVIERS-DU-LAC;73328;2056;521;3.94;5.90584;45.6481
30107;SAINT-MARTIN-D'ARC;73256;344;69;4.93;6.46667;45.2167
30108;LA BAUCHE;73033;417;63;6.58;5.76667;45.4833
30109;MOUTIERS;73181;3821;1209;3.16;6.53333;45.4833
30110;VILLAREMBERT;73318;261;27;9.58;6.28333;45.25
30111;SAINT-ALBAN-DES-VILLARDS;73221;89;3;24.02;6.25;45.3167
30112;SAINT-MARTIN-DE-LA-PORTE;73258;702;36;19.25;6.45;45.2333
30113;SAINT-MICHEL-DE-MAURIENNE;73261;2776;76;36.31;6.46667;45.2167
30114;VIONS;73327;394;69;5.7;5.8;45.8333
30115;VAL-D'ISERE;73304;1563;16;94.39;6.98333;45.45
30116;MARTHOD;73153;1372;92;14.78;6.4;45.7167
30117;LES ECHELLES;73105;1219;325;3.75;5.75;45.4333
30118;SAINT-MAURICE-DE-ROTHERENS;73260;217;26;8.17;5.7;45.6167
30119;SAINTE-HELENE-SUR-ISERE;73241;1109;76;14.43;6.31667;45.6167
30120;COHENNOZ;73088;156;11;13.78;6.48333;45.75
30121;VILLARD-SALLET;73316;252;80;3.14;6.13333;45.4833
30122;COGNIN;73087;5913;1319;4.48;5.9;45.5667
30123;ROTHERENS;73217;314;180;1.74;6.13333;45.4667
30124;ETABLE;73111;353;130;2.7;6.13333;45.4667
30125;LA PERRIERE;73198;444;44;9.96;6.59167;45.45
30126;CHAMP-LAURENT;73072;34;6;5.07;6.21223;45.5087
30127;GRANIER;73126;371;12;30.31;6.65;45.5667
30128;BONNEVAL-SUR-ARC;73047;241;2;82.72;7.05;45.3667
30129;NOTRE-DAME-DU-PRE;73190;271;14;18.2;6.6;45.5167
30130;SAINT-JEOIRE-PRIEURE;73249;1067;199;5.34;5.98333;45.5333
30131;MONTGIROD;73169;439;32;13.62;6.58333;45.5333
30132;SOLLIERES-SARDIERES;73287;190;5;33.31;6.8;45.2667
30133;PONTAMAFREY-MONTPASCAL;73203;336;28;11.59;6.34139;45.3125
30134;LES MARCHES;73151;2448;159;15.35;6;45.4833
30135;VALMEINIER;73307;432;7;54.26;6.48333;45.1833
30136;LE CHATELARD;73081;658;36;18;6.15;45.6833
30137;CESARCHES;73061;391;134;2.9;6.41667;45.7
30138;MONTENDRY;73166;58;7;8.28;6.23333;45.5333
30139;FONTCOUVERTE-LA-TOUSSUIRE;73116;593;27;21.52;6.30251;45.2464
30140;VEREL-DE-MONTBEL;73309;292;78;3.74;5.71667;45.55
30141;TIGNES;73296;2178;26;81.63;6.91667;45.5
30142;CHATEAUNEUF;73079;757;108;6.99;6.16667;45.55
30143;CRUET;73096;1045;103;10.06;6.08333;45.5167
30144;ANDILLY;74009;778;128;6.07;6.06667;46.05
30145;MINZIER;74184;862;98;8.79;5.98333;46.05
30146;SAINT-PAUL-EN-CHABLAIS;74249;2172;150;14.45;6.63333;46.3833
30147;HAUTEVILLE-SUR-FIER;74141;825;168;4.9;5.98333;45.9
30148;VANZY;74291;303;54;5.57;5.88333;46.05
30149;CHEVRIER;74074;411;76;5.35;5.91667;46.1167
30150;LA ROCHE-SUR-FORON;74224;10446;582;17.94;6.31667;46.0667
30151;THORENS-GLIERES;74282;3108;49;63.05;6.25;45.9833
30152;LA MURAZ;74193;1005;69;14.38;6.2;46.1167
30153;MAGLAND;74159;3149;78;40.32;6.61667;46.0167
30154;DINGY-EN-VUACHE;74101;644;89;7.18;5.93333;46.1
30155;LE REPOSOIR;74221;503;13;37.36;6.53528;46.0114
30156;FAUCIGNY;74122;506;103;4.91;6.36667;46.1167
30157;LES CONTAMINES-MONTJOIE;74085;1193;27;43.55;6.73333;45.8333
30158;BASSY;74029;450;59;7.57;5.81667;45.9833
30159;EPAGNY;74112;3899;575;6.77;6.1;45.9333
30160;MURES;74194;680;130;5.23;6.03333;45.8
30161;SAXEL;74261;394;69;5.63;6.4;46.25
30162;METZ-TESSY;74181;2708;511;5.29;6.1;45.9333
30163;SAINT-GINGOLPH;74237;759;103;7.33;6.66667;46.3833
30164;CERVENS;74053;1092;171;6.36;6.43333;46.2833
30165;MACHILLY;74158;957;166;5.76;6.33333;46.25
30166;SERRAVAL;74265;608;30;19.73;6.35;45.8
30167;SEYNOD;74268;18842;982;19.17;6.08333;45.8833
30168;CREMPIGNY-BONNEGUETE;74095;267;45;5.82;5.90306;45.9517
30169;LA BALME-DE-THUY;74027;401;22;17.79;6.28333;45.9
30170;LES GETS;74134;1248;41;29.98;6.66667;46.15
30171;ANNECY;74010;50379;3690;13.65;6.11667;45.9
30172;ABONDANCE;74001;1342;22;58.84;6.73333;46.2833
30173;SILLINGY;74272;4470;301;14.84;6.03333;45.95
30174;MONTRIOND;74188;819;33;24.71;6.68333;46.2
30175;MONTAGNY-LES-LANCHES;74186;590;134;4.38;6.03333;45.8667
30176;JONZIER-EPAGNY;74144;711;99;7.16;5.98333;46.0667
30177;CHAPEIRY;74061;775;134;5.76;6.03751;45.8456
30178;VIUZ-EN-SALLAZ;74311;3889;185;20.99;6.41667;46.15
30179;BLOYE;74035;533;121;4.4;5.93333;45.8167
30180;BEAUMONT;74031;2125;218;9.74;6.11667;46.1
30181;MARLENS;74167;850;55;15.23;6.35;45.7667
30182;TANINGES;74276;3398;79;42.66;6.6;46.1167
30183;MEGEVE;74173;3705;83;44.11;6.61667;45.8667
30184;LOISIN;74150;1406;178;7.86;6.3;46.3
30185;EXCENEVEX;74121;1010;151;6.66;6.35;46.35
30186;MENTHON-SAINT-BERNARD;74176;1873;415;4.51;6.2;45.85
30187;MARIN;74166;1588;285;5.57;6.53333;46.3833
30188;COMBLOUX;74083;2080;120;17.27;6.65;45.9
30189;LUCINGES;74153;1547;201;7.69;6.31667;46.2
30190;LE PETIT-BORNAND-LES-GLIERES;74212;1144;21;53.42;6.39667;46.0006
30191;MANIGOD;74160;986;22;44.12;6.36667;45.8667
30192;CHAVANNAZ;74066;187;58;3.17;6.01667;46.05
30193;VERS;74296;702;118;5.91;6.03333;46.1
30194;VALLEIRY;74288;3195;459;6.95;5.96667;46.1167
30195;DUINGT;74108;884;201;4.39;6.2;45.8333
30196;MARNAZ;74169;5169;573;9.02;6.53333;46.0667
30197;SCIEZ;74263;5386;263;20.47;6.38333;46.3333
30198;FRANCLENS;74130;466;86;5.37;5.81667;46.0333
30199;CORNIER;74090;1203;177;6.78;6.3;46.1
30200;GROISY;74137;3062;142;21.44;6.18333;46.0167
30201;FEIGERES;74124;1492;194;7.66;6.08333;46.1167
30202;ARACHES-LA-FRASSE;74014;1816;48;37.69;6.65;46.0333
30203;VULBENS;74314;966;77;12.53;5.93333;46.1
30204;LULLIN;74155;837;63;13.25;6.53333;46.2833
30205;ELOISE;74109;862;96;8.95;5.86667;46.0833
30206;MARCELLAZ-ALBANAIS;74161;1775;122;14.54;6;45.8667
30207;THYEZ;74278;5671;578;9.81;6.53333;46.0833
30208;MORZINE;74191;2908;65;44.1;6.71667;46.1833
30209;MARLIOZ;74168;691;85;8.12;6;46.0333
30210;VERSONNEX;74297;549;131;4.18;5.92695;45.9292
30211;VALLORCINE;74290;429;9;44.57;6.93333;46.0333
30212;ETAUX;74116;1694;123;13.69;6.3;46.0667
30213;CLARAFOND-ARCINE;74077;895;53;16.88;5.89389;46.0642
30214;MESIGNY;74179;686;101;6.73;6;45.9833
30215;MENTHONNEX-EN-BORNES;74177;926;109;8.48;6.18333;46.05
30216;VILLY-LE-PELLOUX;74307;871;293;2.97;6.13333;46
30217;EVIAN-LES-BAINS;74119;8142;1897;4.29;6.58333;46.3833
30218;LA CLUSAZ;74080;1874;46;40.62;6.41667;45.9
30219;DRAILLANT;74106;711;68;10.41;6.45;46.3
30220;MENTHONNEX-SOUS-CLERMONT;74178;638;62;10.14;5.93333;45.9667
30221;CHOISY;74076;1556;93;16.57;6.05;45.9833
30222;MAXILLY-SUR-LEMAN;74172;1336;328;4.07;6.65;46.4
30223;BONS-EN-CHABLAIS;74043;4805;251;19.09;6.37028;46.2645
30224;LESCHAUX;74148;265;21;12.52;6.12584;45.7728
30225;MUSIEGES;74195;364;122;2.98;5.95;46.0167
30226;CUSY;74097;1757;100;17.43;6.03333;45.7667
30227;MEYTHET;74182;8421;2599;3.24;6.1;45.9333
30228;ALEX;74003;985;57;17.02;6.23333;45.8833
30229;ESSERT-ROMAND;74114;442;65;6.78;6.66667;46.2
30230;THONES;74280;5960;113;52.33;6.33333;45.8833
30231;THOLLON-LES-MEMISES;74279;685;49;13.78;6.69889;46.3884
30232;LE BOUCHET;74045;237;12;18.52;6.36362;45.7975
30233;SAINT-JEAN-D'AULPS;74238;1180;29;40.19;6.65;46.2333
30234;LES OLLIERES;74204;839;72;11.64;6.18333;45.9667
30235;CHENE-EN-SEMINE;74068;419;44;9.46;5.85;46.05
30236;VALLIERES;74289;1446;160;9.03;5.93333;45.9
30237;VILLE-LA-GRAND;74305;7881;1755;4.49;6.25;46.2
30238;ARTHAZ-PONT-NOTRE-DAME;74021;1279;214;5.96;6.28333;46.15
30239;SAINT-LAURENT;74244;807;73;10.96;6.36667;46.05
30240;THUSY;74283;907;84;10.74;5.95;45.95
30241;AVIERNOZ;74022;776;48;15.9;6.21667;45.9667
30242;VACHERESSE;74286;775;24;31.02;6.68333;46.3333
30243;PRESILLY;74216;681;78;8.66;6.08333;46.1
30244;YVOIRE;74315;849;272;3.12;6.33333;46.3667
30245;SAINT-SIGISMOND;74252;623;78;7.92;6.61445;46.0723
30246;AYSE;74024;1999;190;10.48;6.43333;46.0833
30247;MESSERY;74180;2103;228;9.22;6.3;46.35
30248;PEILLONNEX;74209;1422;222;6.4;6.38333;46.1333
30249;BONNEVILLE;74042;11908;438;27.15;6.41667;46.0833
30250;ALLONZIER-LA-CAILLE;74006;1637;170;9.62;6.11667;46
30251;MONT-SAXONNEX;74189;1593;60;26.28;6.48333;46.05
30252;CHESSENAZ;74071;181;34;5.23;5.9;46.0333
30253;SAINT-CERGUES;74229;3157;251;12.55;6.31667;46.2333
30254;SAINT-JEOIRE;74241;3197;140;22.75;6.46667;46.15
30255;LA CHAPELLE-SAINT-MAURICE;74060;130;20;6.48;6.15;45.7833
30256;LA RIVIERE-ENVERSE;74223;451;56;7.98;6.63333;46.1
30257;LOVAGNY;74152;1171;210;5.55;6.03333;45.9
30258;CORDON;74089;1004;44;22.35;6.61223;45.9231
30259;PASSY;74208;11492;143;80.03;6.68333;45.9167
30260;LES VILLARDS-SUR-THONES;74302;1011;75;13.32;6.36667;45.9167
30261;CHEVENOZ;74073;557;52;10.54;6.65;46.3333
30262;ENTREMONT;74110;617;33;18.35;6.38333;45.95
30263;LORNAY;74151;496;51;9.65;5.9;45.9167
30264;SEYSSEL;74269;2353;139;16.86;5.83722;45.9597
30265;SERVOZ;74266;926;68;13.47;6.76667;45.9333
30266;MASSINGY;74170;830;67;12.34;5.93333;45.8333
30267;SAINT-JORIOZ;74242;5717;270;21.12;6.16667;45.8333
30268;SAVIGNY;74260;736;69;10.52;5.96139;46.0667
30269;MONTMIN;74187;329;20;16.29;6.26667;45.8
30270;ALLINGES;74005;3982;265;15.01;6.46667;46.3333
30271;NANCY-SUR-CLUSES;74196;442;31;14.22;6.58333;46.0333
30272;VAULX;74292;847;75;11.19;6;45.9333
30273;DESINGY;74100;792;41;18.93;5.88333;46
30274;LUGRIN;74154;2308;174;13.22;6.68333;46.4
30275;VILLY-LE-BOUVERET;74306;565;161;3.49;6.16667;46.0333
30276;FESSY;74126;752;88;8.53;6.41667;46.2667
30277;CHAUMONT;74065;417;33;12.38;5.95834;46.035
30278;MEILLERIE;74175;314;80;3.91;6.71667;46.4
30279;ONNION;74205;1193;62;18.97;6.48333;46.1833
30280;THONON-LES-BAINS;74281;33925;2092;16.21;6.48333;46.3667
30281;HABERE-POCHE;74140;1226;102;11.96;6.48333;46.25
30282;ANTHY-SUR-LEMAN;74013;1958;423;4.62;6.42695;46.355
30283;CHEVALINE;74072;205;14;14.16;6.21667;45.7667
30284;ARGONAY;74019;2583;500;5.16;6.14028;45.9453
30285;LE BIOT;74034;463;35;13.18;6.63333;46.2667
30286;BOUSSY;74046;504;96;5.23;5.98333;45.85
30287;LULLY;74156;675;138;4.86;6.41667;46.2833
30288;HERY-SUR-ALBY;74142;907;123;7.33;6;45.8
30289;SAINT-SYLVESTRE;74254;601;112;5.34;6.01917;45.8375
30290;MONNETIER-MORNEX;74185;2229;195;11.4;6.2;46.1667
30291;CUVAT;74098;983;208;4.72;6.11667;45.9667
30292;ETREMBIERES;74118;1887;347;5.43;6.23333;46.1833
30293;ANNECY-LE-VIEUX;74011;19968;1173;17.01;6.15;45.9167
30294;NOVEL;74203;53;5;9.75;6.79167;46.3667
30295;SAINT-MARTIN-BELLEVUE;74245;2445;262;9.33;6.13333;45.95
30296;FRANGY;74131;1918;197;9.69;5.93333;46.0167
30297;BLUFFY;74036;329;87;3.74;6.21667;45.8667
30298;GIEZ;74135;574;45;12.65;6.25;45.75
30299;COLLONGES-SOUS-SALEVE;74082;3667;598;6.13;6.14501;46.1412
30300;REYVROZ;74222;477;48;9.82;6.56667;46.3333
30301;ALLEVES;74004;359;40;8.81;6.08333;45.75
30302;SAINT-JEAN-DE-SIXT;74239;1410;115;12.21;6.4;45.9167
30303;SAINT-FERREOL;74234;849;50;16.79;6.3;45.7667
30304;CHALLONGES;74055;471;59;7.9;5.83333;46.0167
30305;CRAN-GEVRIER;74093;17227;3588;4.8;6.1;45.9
30306;NEUVECELLE;74200;2564;641;4;6.6;46.4
30307;SEVRIER;74267;3882;306;12.65;6.13333;45.8667
30308;ARENTHON;74018;1526;133;11.47;6.33333;46.1
30309;SAINT-PIERRE-EN-FAUCIGNY;74250;5872;393;14.91;6.37251;46.0598
30310;SAINT-GERMAIN-SUR-RHONE;74235;410;52;7.85;5.81667;46.0667
30311;DOUVAINE;74105;4972;471;10.54;6.3;46.3167
30312;CHATILLON-SUR-CLUSES;74064;1185;129;9.18;6.58333;46.0833
30313;VAILLY;74287;850;44;18.89;6.55;46.3167
30314;FILLINGES;74128;3153;270;11.67;6.33333;46.1667
30315;SEYTHENEX;74270;602;18;33.41;6.3;45.7167
30316;VILLE-EN-SALLAZ;74304;683;202;3.37;6.41667;46.15
30317;PERRIGNIER;74210;1611;205;7.85;6.45;46.3
30318;MEGEVETTE;74174;527;24;21.66;6.5;46.2
30319;VAL-DE-FIER;74274;551;54;10.11;5.91223;45.9195
30320;MARGENCEL;74163;1822;246;7.38;6.43333;46.3333
30321;MARIGNY-SAINT-MARCEL;74165;650;88;7.35;5.98333;45.8333
30322;SAINT-EUSEBE;74231;442;64;6.88;5.96667;45.9333
30323;BERNEX;74033;1241;55;22.31;6.66667;46.3667
30324;CERNEX;74052;897;70;12.66;6.05;46.0667
30325;BALLAISON;74025;1329;99;13.3;6.33333;46.3
30326;FETERNES;74127;1330;92;14.31;6.56667;46.35
30327;DROISY;74107;159;34;4.55;5.88333;45.9667
30328;REIGNIER-ESERY;74220;6956;277;25.08;6.26667;46.1333
30329;GAILLARD;74133;11181;2781;4.02;6.21667;46.1833
30330;ARBUSIGNY;74015;1003;81;12.25;6.21667;46.1
30331;MARCELLAZ;74162;775;185;4.17;6.35;46.15
30332;LE SAPPEY;74259;372;27;13.72;6.16667;46.0833
30333;CHATEL;74063;1198;37;32.19;6.83333;46.2833
30334;SAINT-SIXT;74253;898;172;5.21;6.33333;46.05
30335;NANGY;74197;1506;346;4.35;6.3;46.15
30336;CLERMONT;74078;420;60;6.98;5.9;45.9667
30337;SALLANCHES;74256;15531;235;65.87;6.63333;45.9333
30338;BOGEVE;74038;1080;154;7;6.43333;46.2
30339;RUMILLY;74225;13497;799;16.89;5.95;45.8667
30340;VIRY;74309;3525;134;26.16;6.03333;46.1167
30341;SALES;74255;1616;175;9.21;5.95;45.8667
30342;LA TOUR;74284;1207;156;7.73;6.43333;46.1333
30343;DEMI-QUARTIER;74099;976;109;8.9;6.61778;45.8564
30344;SAINT-EUSTACHE;74232;467;44;10.54;6.15;45.8
30345;COPPONEX;74088;882;95;9.21;6.06667;46.05
30346;PRINGY;74217;3984;439;9.06;6.11667;45.95
30347;USINENS;74285;359;47;7.63;5.83333;46
30348;POISY;74213;6686;590;11.33;6.06667;45.9167
30349;CRUSEILLES;74096;3859;151;25.41;6.11667;46.0333
30350;LA FORCLAZ;74129;215;53;4.04;6.61667;46.3167
30351;SEYTROUX;74271;407;22;18.44;6.63333;46.25
30352;CHARVONNEX;74062;1135;240;4.71;6.15;45.9667
30353;JUVIGNY;74145;637;235;2.71;6.28333;46.2167
30354;CERCIER;74051;565;49;11.46;6.06667;46.0333
30355;BRIZON;74049;450;43;10.39;6.45;46.05
30356;CHAMPANGES;74057;858;231;3.71;6.55;46.3667
30357;PERS-JUSSY;74211;2587;138;18.68;6.28333;46.1167
30358;LA COTE-D'ARBROZ;74091;265;21;12.24;6.66667;46.1833
30359;ARCHAMPS;74016;2079;194;10.69;6.13333;46.1333
30360;DOUSSARD;74104;3551;176;20.14;6.21667;45.7667
30361;VERCHAIX;74294;664;41;15.89;6.68333;46.1
30362;LA CHAPELLE-D'ABONDANCE;74058;840;22;37.85;6.78333;46.3
30363;NONGLARD;74202;495;120;4.12;6.03333;45.9167
30364;SAINT-ANDRE-DE-BOEGE;74226;604;47;12.6;6.4;46.2
30365;LE GRAND-BORNAND;74136;2190;35;61.42;6.43333;45.95
30366;BELLEVAUX;74032;1325;27;48.97;6.53112;46.257
30367;HABERE-LULLIN;74139;810;91;8.86;6.46667;46.2333
30368;BRENTHONNE;74048;899;107;8.38;6.4;46.2833
30369;VEYRIER-DU-LAC;74299;2218;270;8.21;6.16667;45.8833
30370;CONTAMINE-SARZIN;74086;571;83;6.86;5.98333;46.0333
30371;VILLARD;74301;753;101;7.42;6.44167;46.2167
30372;BURDIGNIN;74050;649;65;9.87;6.43333;46.2167
30373;NAVES-PARMELAN;74198;913;169;5.39;6.18333;45.9333
30374;ANNEMASSE;74012;32196;6465;4.98;6.25;46.2
30375;VINZIER;74308;748;114;6.51;6.63333;46.35
30376;CHAMONIX-MONT-BLANC;74056;8972;76;116.53;6.86667;45.9167
30377;DOMANCY;74103;1817;245;7.4;6.65;45.9167
30378;VETRAZ-MONTHOUX;74298;6829;960;7.11;6.26667;46.1667
30379;DINGY-SAINT-CLAIR;74102;1338;39;34.12;6.21667;45.9
30380;CHENEX;74069;616;114;5.38;6;46.1167
30381;BOSSEY;74044;736;189;3.88;6.16667;46.15
30382;CONTAMINE-SUR-ARVE;74087;1593;230;6.92;6.33333;46.1333
30383;SAINT-BLAISE;74228;325;127;2.55;6.08333;46.0667
30384;ORCIER;74206;800;85;9.39;6.5;46.3167
30385;MARIGNIER;74164;6159;308;19.97;6.51667;46.1
30386;LYAUD;74157;1502;163;9.17;6.53333;46.3333
30387;SCIONZIER;74264;7311;688;10.62;6.56667;46.05
30388;PUBLIER;74218;6240;699;8.92;6.55;46.3833
30389;VOUGY;74312;1482;371;3.99;6.5;46.0667
30390;LARRINGES;74146;1241;153;8.07;6.58333;46.3667
30391;SAMOENS;74258;2305;23;97.29;6.73333;46.0833
30392;LA VERNAZ;74295;294;37;7.78;6.6;46.3167
30393;BONNE;74040;2776;323;8.58;6.32056;46.1684
30394;MIEUSSY;74183;2116;47;44.45;6.53333;46.15
30395;CRANVES-SALES;74094;5349;393;13.61;6.3;46.1833
30396;MORILLON;74190;563;38;14.51;6.68333;46.0833
30397;SALLENOVES;74257;574;157;3.64;6;46
30398;LA CHAPELLE-RAMBAUD;74059;224;52;4.27;6.25;46.0667
30399;VILLAZ;74303;2818;184;15.27;6.18333;45.95
30400;PRAZ-SUR-ARLY;74215;1334;58;22.64;6.56667;45.8333
30401;MASSONGY;74171;1424;145;9.81;6.33333;46.3167
30402;ETERCY;74117;698;153;4.55;6;45.8833
30403;NERNIER;74199;459;252;1.82;6.3;46.3667
30404;CHAVANOD;74067;2263;169;13.36;6.05;45.8833
30405;LES CLEFS;74079;580;31;18.47;6.33333;45.8667
30406;MOYE;74192;1030;43;23.8;5.91667;45.8667
30407;NEYDENS;74201;1513;217;6.96;6.1;46.1167
30408;CONS-SAINTE-COLOMBE;74084;355;102;3.47;6.33333;45.75
30409;ENTREVERNES;74111;206;24;8.31;6.18333;45.8
30410;CHAINAZ-LES-FRASSES;74054;605;108;5.57;6;45.7667
30411;VOVRAY-EN-BORNES;74313;363;55;6.57;6.15;46.0667
30412;LATHUILE;74147;965;110;8.76;6.2;45.7833
30413;LES HOUCHES;74143;3018;70;43.07;6.8;45.8833
30414;ARMOY;74020;1184;239;4.95;6.51667;46.35
30415;LA BALME-DE-SILLINGY;74026;4960;300;16.51;6.03333;45.9667
30416;SAINT-FELIX;74233;2168;328;6.6;5.96667;45.8
30417;SAINT-JEAN-DE-THOLOME;74240;879;71;12.37;6.4;46.1167
30418;SIXT-FER-A-CHEVAL;74273;796;6;119.07;6.77556;46.0553
30419;SAINT-GERVAIS-LES-BAINS;74236;5694;89;63.63;6.71667;45.9
30420;VIUZ-LA-CHIESAZ;74310;1262;90;13.91;6.06667;45.8
30421;BONNEVAUX;74041;250;31;7.82;6.66667;46.3
30422;FAVERGES;74123;6833;264;25.86;6.3;45.75
30423;ALBY-SUR-CHERAN;74002;2012;306;6.56;6.02084;45.8167
30424;LA BAUME;74030;251;14;16.91;6.61667;46.2833
30425;SCIENTRIER;74262;1094;151;7.21;6.33333;46.1167
30426;AMANCY;74007;2046;237;8.62;6.33333;46.0667
30427;CHILLY;74075;1109;59;18.58;5.95;45.9833
30428;SAINT-JULIEN-EN-GENEVOIS;74243;11836;1117;10.59;6.08333;46.1333
30429;CLUSES;74081;17408;1664;10.46;6.6;46.0667
30430;BOEGE;74037;1748;109;16;6.41667;46.2167
30431;GRUFFY;74138;1458;100;14.44;6.05;45.7833
