id;nom;insee;pop_2010;densite_2010;surface;long_deg;lat_deg
3999;FENOUILLET-DU-RAZES;11139;88;12;7.22;2.01667;43.15
4000;LES MARTYS;11221;271;14;19.18;2.31667;43.4
4001;LANET;11187;48;5;8.75;2.5;42.9667
4002;BREZILHAC;11051;169;24;6.82;2.06667;43.1667
4003;CAUDEBRONDE;11079;182;29;6.22;2.3;43.3833
4004;ROQUEFEUIL;11320;277;12;22.38;2;42.8167
4005;PUGINIER;11300;146;21;6.78;1.95;43.3833
4006;LAROQUE-DE-FA;11191;149;7;20.41;2.56667;42.95
4007;MONTLAUR;11251;530;15;33.92;2.56667;43.1333
4008;LEZIGNAN-CORBIERES;11203;10539;279;37.68;2.76667;43.2
4009;ARAGON;11011;421;20;20.56;2.31667;43.3
4010;NEBIAS;11263;270;21;12.69;2.11667;42.9
4011;MAZEROLLES-DU-RAZES;11228;175;21;8.22;2.06667;43.1333
4012;SAINT-LOUIS-ET-PARAHOU;11352;62;3;15.61;2.31667;42.85
4013;VERAZA;11406;38;2;14.66;2.3;42.9833
4014;MAS-DES-COURS;11223;23;3;7.55;2.41667;43.1167
4015;CAUNETTE-SUR-LAUQUET;11082;7;1;4.97;2.43333;43.0333
4016;VILLEPINTE;11434;1231;79;15.4;2.1;43.2833
4017;LAURAGUEL;11197;587;83;7.01;2.16667;43.1
4018;PALAJA;11272;2135;145;14.69;2.38333;43.1667
4019;VILLEDUBERT;11422;334;109;3.04;2.41667;43.2333
4020;FONTIERS-CABARDES;11150;435;51;8.46;2.24861;43.3706
4021;VILLEGAILHENC;11425;1633;341;4.78;2.36667;43.2667
4022;LUC-SUR-AUDE;11209;202;26;7.67;2.26667;42.9667
4023;SAINT-MARTIN-LE-VIEIL;11357;233;17;13.25;2.15;43.2833
4024;BARAIGNE;11026;151;31;4.76;1.83333;43.3333
4025;CAILHAU;11058;255;26;9.76;2.13333;43.15
4026;SAINT-MICHEL-DE-LANES;11359;376;28;13.03;1.76667;43.3333
4027;LEUC;11201;717;63;11.28;2.33333;43.15
4028;PAZIOLS;11276;523;18;28.02;2.71667;42.85
4029;LAPRADE;11189;93;20;4.61;2.26667;43.4333
4030;DOUZENS;11122;704;47;14.91;2.6;43.1833
4031;OUVEILLAN;11269;2346;78;29.98;2.96667;43.3
4032;CAMPLONG-D'AUDE;11064;313;25;12.28;2.65;43.1333
4033;BIZE-MINERVOIS;11041;1081;51;20.8;2.88333;43.3167
4034;MONTSERET;11256;498;44;11.31;2.81667;43.1
4035;MAYRONNES;11227;34;2;11.86;2.53333;43.05
4036;GREFFEIL;11169;87;6;13.67;2.38333;43.0833
4037;FRAISSE-DES-CORBIERES;11157;252;13;19.1;2.86667;42.9667
4038;CAMBIEURE;11061;252;78;3.2;2.13333;43.1167
4039;PORTEL-DES-CORBIERES;11295;1197;34;35.1;2.92195;43.0545
4040;CONQUES-SUR-ORBIEL;11099;2334;93;25.07;2.40167;43.27
4041;PEYROLLES;11287;83;5;14.49;2.31667;42.9667
4042;FERRAN;11141;101;17;5.86;2.08333;43.15
4043;BADENS;11023;746;77;9.6;2.51667;43.2167
4044;ARMISSAN;11014;1554;124;12.51;3.1;43.1833
4045;SAINT-NAZAIRE-D'AUDE;11360;1847;214;8.63;2.9;43.2333
4046;LA FORCE;11153;205;44;4.6;2.1;43.2
4047;CUBIERES-SUR-CINOBLE;11112;105;7;14.48;2.46667;42.8667
4048;SOUGRAIGNE;11381;82;4;18.43;2.35;42.9
4049;TREBES;11397;5308;324;16.36;2.43333;43.2167
4050;SALVEZINES;11373;74;3;20.09;2.31667;42.7833
4051;VILLELONGUE-D'AUDE;11427;325;24;13.11;2.08333;43.05
4052;RIBAUTE;11311;295;31;9.41;2.63333;43.1
4053;LA PALME;11188;1527;55;27.47;2.99306;42.9748
4054;COUSTOUGE;11110;95;9;9.67;2.743;43.05
4055;VILLESEQUELANDE;11437;821;153;5.35;2.23333;43.2333
4056;LAIRIERE;11186;45;3;13.08;2.48333;43.0167
4057;SAINT-COUAT-DU-RAZES;11338;55;8;6.4;2.11667;43
4058;CHALABRE;11091;1131;73;15.49;2;42.9833
4059;MONTJOI;11250;42;5;7.18;2.48333;43
4060;VILLEMAGNE;11428;283;26;10.69;2.13333;43.35
4061;CASCASTEL-DES-CORBIERES;11071;212;13;15.38;2.75;42.9833
4062;FABREZAN;11132;1263;44;28.62;2.7;43.1333
4063;PEYRIAC-DE-MER;11285;1035;38;26.92;2.96667;43.0833
4064;COURSAN;11106;6050;245;24.61;3.06667;43.2333
4065;CANET;11067;1384;98;14.04;2.84722;43.2287
4066;MARSEILLETTE;11220;677;60;11.17;2.55;43.2
4067;LA TOURETTE-CABARDES;11391;22;4;5.03;2.35;43.3833
4068;DURBAN-CORBIERES;11124;684;26;25.9;2.81667;43
4069;ROQUEFERE;11319;72;8;8.06;2.38333;43.3833
4070;CAMURAC;11066;116;9;11.61;1.91667;42.8
4071;PADERN;11270;129;4;29.79;2.66667;42.8667
4072;ESCOULOUBRE;11127;95;3;31.14;2.13333;42.7333
4073;SAINT-ANDRE-DE-ROQUELONGUE;11332;1130;36;30.81;2.83333;43.1167
4074;FERRALS-LES-CORBIERES;11140;1135;71;15.95;2.73333;43.15
4075;LABECEDE-LAURAGAIS;11181;403;20;19.96;2;43.3833
4076;TOURREILLES;11394;121;19;6.29;2.16667;43.0167
4077;BELCAIRE;11028;454;14;30.68;1.96667;42.8167
4078;LASTOURS;11194;165;58;2.8;2.38333;43.3333
4079;ESPERAZA;11129;2081;197;10.52;2.21667;42.9333
4080;ROQUECOURBE-MINERVOIS;11318;122;33;3.62;2.65;43.2167
4081;CAZALRENOUX;11087;77;5;13.35;1.95;43.2
4082;ALBIERES;11007;98;5;17.25;2.48333;42.95
4083;LE BOUSQUET;11047;45;1;25.99;2.16667;42.75
4084;RODOME;11317;135;11;11.77;2.06667;42.8
4085;FONTANES-DE-SAULT;11147;5;0;5.29;2.08333;42.7667
4086;BESSEDE-DE-SAULT;11038;56;3;15.04;2.11667;42.7833
4087;QUINTILLAN;11305;65;3;16.42;2.71667;42.9667
4088;GAJA-LA-SELVE;11159;152;13;11.38;1.88333;43.2
4089;ARQUES;11015;275;14;18.53;2.38333;42.95
4090;MOUX;11261;602;38;15.7;2.65;43.1833
4091;PEYREFITTE-SUR-L'HERS;11283;75;11;6.47;1.83333;43.25
4092;SAINT-MARTIN-DES-PUITS;11354;22;3;6.94;2.56667;43.0333
4093;SAINT-GAUDERIC;11343;76;6;11.13;1.95;43.1167
4094;VILLARZEL-DU-RAZES;11417;96;7;12.6;2.21667;43.1333
4095;CEPIE;11090;653;98;6.61;2.25;43.1
4096;SONNAC-SUR-L'HERS;11380;159;11;13.74;1.98333;43
4097;GRAMAZIE;11167;101;50;2;2.08333;43.1333
4098;SALLELES-CABARDES;11368;109;15;6.82;2.43333;43.3167
4099;BUGARACH;11055;202;7;26.62;2.35;42.8833
4100;LES ILHES;11174;51;12;4.16;2.4;43.35
4101;MURASSON;12163;194;4;40.25;2.76667;43.7667
4102;ALPUECH;12005;77;5;14.88;2.85;44.75
4103;ROUSSENNAC;12206;517;29;17.27;2.25;44.45
4104;VILLECOMTAL;12298;422;30;14.05;2.56667;44.5333
4105;SAINT-SATURNIN-DE-LENNE;12247;344;10;33.81;3.01667;44.4167
4106;PEYRUSSE-LE-ROC;12181;220;15;13.81;2.13333;44.5
4107;MONTSALES;12158;248;19;12.47;1.98333;44.5
4108;LA SALVETAT-PEYRALES;12258;1066;19;54.24;2.2;44.2167
4109;VEZINS-DE-LEVEZOU;12294;653;8;78.96;2.95;44.2833
4110;BELCASTEL;12024;226;21;10.74;2.33722;44.3887
4111;MONTCLAR;12149;153;11;12.8;2.65;43.9667
4112;LA CAPELLE-BALAGUIER;12053;276;20;13.36;1.93333;44.4333
4113;TAYRAC;12278;170;10;15.73;2.23333;44.2
4114;QUINS;12194;837;21;38.46;2.36667;44.2333
4115;MUR-DE-BARREZ;12164;816;40;20.18;2.65;44.85
4116;AGEN-D'AVEYRON;12001;1077;48;22.35;2.68333;44.3667
4117;CORNUS;12077;507;5;92.74;3.16667;43.9
4118;LAPANOUSE;12123;753;27;27.19;3.03333;44.3333
4119;BESSUEJOULS;12027;247;21;11.29;2.7;44.5333
4120;AYSSENES;12017;214;9;23.14;2.77945;44.0695
4121;NAJAC;12167;754;13;53.88;1.98333;44.2167
4122;LE VIBAL;12297;470;18;25.92;2.75;44.3167
4123;LE NAYRAC;12172;551;15;36.57;2.66667;44.6167
4124;CURAN;12307;310;7;41.18;2.85;44.2
4125;LUC-LA-PRIMAUBE;12133;5709;212;26.85;2.53333;44.3167
4126;SAINT-LAURENT-DE-LEVEZOU;12236;155;6;23.33;2.96667;44.2
4127;COMPS-LA-GRAND-VILLE;12073;542;24;21.95;2.56667;44.2333
4128;REQUISTA;12197;2026;34;59.32;2.53333;44.0333
4129;LUGAN;12134;332;26;12.61;2.25889;44.4828
4130;BRUSQUE;12039;305;8;36.18;2.95;43.7667
4131;CASTELNAU-PEGAYROLS;12062;329;6;53.01;2.93333;44.1333
4132;MELJAC;12144;137;14;9.54;2.43333;44.1333
4133;FOISSAC;12104;454;46;9.68;2;44.5167
4134;BOISSE-PENCHOT;12028;538;115;4.64;2.21667;44.5833
4135;BALSAC;12020;611;39;15.57;2.45;44.4
4136;AMBEYRAC;12007;185;16;11.24;1.95;44.5167
4137;VIMENET;12303;257;12;20.95;2.91667;44.4
4138;SAINT-ROME-DE-CERNON;12243;772;20;37.88;2.96667;44.0167
4139;VERRIERES;12291;429;8;53.01;3.05806;44.2014
4140;CALMELS-ET-LE-VIALA;12042;232;9;23.2;2.75;43.95
4141;LAISSAC;12120;1580;78;20.21;2.83333;44.3833
4142;LA FOUILLADE;12105;1113;34;32.54;2.05;44.2333
4143;POUSTHOMY;12186;221;12;17.33;2.61667;43.85
4144;SAUVETERRE-DE-ROUERGUE;12262;799;34;23.43;2.31667;44.2167
4145;AURIAC-LAGAST;12015;241;7;30.76;2.58333;44.15
4146;PEYRELEAU;12180;78;4;16.14;3.21667;44.1833
4147;SAINT-HIPPOLYTE;12226;445;12;36.87;2.59167;44.7083
4148;SALLES-LA-SOURCE;12254;2076;26;78.03;2.51667;44.4333
4149;SAINT-REMY;12242;318;35;8.98;2.03333;44.4
4150;SAINT-ROME-DE-TARN;12244;861;16;52.06;2.9;44.05
4151;ESPEYRAC;12097;248;11;22.28;2.51667;44.6167
4152;CLAIRVAUX-D'AVEYRON;12066;1152;45;25.14;2.41667;44.4167
4153;SEBAZAC-CONCOURES;12264;3069;118;25.82;2.6;44.4167
4154;MONTPEYROUX;12156;559;9;61.71;2.81667;44.6333
4155;BALAGUIER-SUR-RANCE;12019;104;10;9.8;2.58333;43.9
4156;LES ALBRES;12003;337;22;15.22;2.16667;44.55
4157;TAURIAC-DE-CAMARES;12275;61;2;24.75;3.03333;43.7833
4158;SAINT-IZAIRE;12228;311;9;34.48;2.71667;43.9667
4159;VERSOLS-ET-LAPEYRE;12292;445;15;27.95;2.95;43.9
4160;SALLES-CURAN;12253;1067;11;93.9;2.8;44.1833
4161;SEVERAC-LE-CHATEAU;12270;2424;22;108.42;3.06667;44.3167
4162;LA ROUQUETTE;12205;737;24;29.81;1.96667;44.3
4163;COMPEYRE;12070;517;49;10.36;3.1;44.1667
4164;VILLEFRANCHE-DE-PANAT;12299;761;26;29.13;2.71667;44.0833
4165;VEYREAU;12293;128;3;41.09;3.3;44.1833
4166;SAVIGNAC;12263;608;39;15.28;1.96667;44.3667
4167;FLAGNAC;12101;984;76;12.93;2.25;44.6167
4168;SAINTE-JULIETTE-SUR-VIAUR;12234;537;32;16.71;2.51667;44.2167
4169;BERTHOLENE;12026;999;21;46.96;2.78333;44.3833
4170;BOURNAZEL;12031;321;19;16.35;2.29834;44.4609
4171;GRAND-VABRE;12114;403;13;29.53;2.36667;44.6333
4172;AUZITS;12016;862;35;24.34;2.33333;44.5
4173;SAINT-FELIX-DE-LUNEL;12221;405;21;18.98;2.53333;44.5667
4174;SEVERAC-L'EGLISE;12271;416;30;13.69;2.85;44.3667
4175;SAINT-CHELY-D'AUBRAC;12214;554;7;78.65;2.91667;44.5833
4176;REBOURGUIL;12195;273;7;35.31;2.76667;43.8833
4177;SALLES-COURBATIES;12252;404;30;13.35;2.08333;44.4667
4178;MARTRIN;12141;219;9;23.31;2.61667;43.9333
4179;THERONDELS;12280;444;11;38.47;2.76667;44.8833
4180;VAILHOURLES;12287;658;20;32.41;1.91667;44.3
4181;SANVENSA;12259;643;25;25.48;2.05;44.2833
4182;BOUILLAC;12030;438;53;8.2;2.16278;44.5745
4183;CAUSSE-ET-DIEGE;12257;725;24;29.85;2.04834;44.5139
4184;ENTRAYGUES-SUR-TRUYERE;12094;1168;38;30.15;2.56667;44.65
4185;CALMONT;12043;2001;64;30.89;2.5125;44.2487
4186;BRASC;12035;204;10;20.14;2.56667;43.9833
4187;SAINT-PARTHEM;12240;401;19;20.43;2.31667;44.6333
4188;LA BASTIDE-SOLAGES;12023;116;16;7.1;2.51667;43.95
4189;RODELLE;12201;976;18;53.43;2.61667;44.4833
4190;CRANSAC;12083;1645;238;6.91;2.28333;44.5167
4191;POMAYROLS;12184;137;5;23.1;3.01667;44.4667
4192;COUSSERGUES;12081;252;23;10.89;2.88333;44.4167
4193;MONTROZIER;12157;1433;30;46.78;2.75;44.4
4194;GISSAC;12109;116;3;31.02;2.93333;43.85
4195;LACROIX-BARREZ;12118;489;17;28.01;2.63333;44.7833
4196;SAINT-SALVADOU;12245;395;25;15.5;2.1;44.2833
4197;LE MONASTERE;12146;2109;313;6.73;2.58333;44.35
4198;CAMJAC;12046;556;24;23.03;2.38333;44.1833
4199;SAINT-SANTIN;12246;546;23;22.78;2.21834;44.6489
4200;FLORENTIN-LA-CAPELLE;12103;328;8;36.8;2.63333;44.6333
4201;NAUSSAC;12170;333;22;14.7;2.08333;44.5167
4202;SAINT-AMANS-DES-COTS;12209;772;18;41.51;2.65;44.6833
4203;SAINT-IGEST;12227;177;15;11.72;2.08333;44.4333
4204;LAGUIOLE;12119;1256;19;63.06;2.85;44.6833
4205;GRAMOND;12113;431;32;13.14;2.36667;44.2667
4206;LA LOUBIERE;12131;1407;49;28.71;2.66667;44.3667
4207;TREMOUILLES;12283;512;17;28.83;2.65;44.25
4208;SAINT-GENIEZ-D'OLT;12224;2042;57;35.49;2.98333;44.4667
4209;RULLAC-SAINT-CIRQ;12207;382;11;32.74;2.5;44.1333
4210;CANET-DE-SALARS;12050;421;14;29.97;2.76667;44.2333
4211;SAINT-JEAN-ET-SAINT-PAUL;12232;266;7;37.91;3;43.9333
4212;SAINT-FELIX-DE-SORGUES;12222;198;6;31;2.98333;43.8833
4213;MONTEILS;12150;549;31;17.19;1.99778;44.2656
4214;CAMARES;12044;976;23;41.86;2.88333;43.8167
4215;HUPARLAC;12116;246;9;24.7;2.78333;44.7
4216;LE CLAPIER;12067;75;3;19.6;3.18333;43.8333
4217;CAMPUAC;12049;457;23;19.19;2.6;44.5833
4218;LIVINHAC-LE-HAUT;12130;1113;101;10.97;2.23333;44.5833
4219;ASPRIERES;12012;683;39;17.09;2.14556;44.5467
4220;SAINT-LAURENT-D'OLT;12237;648;22;28.74;3.11667;44.45
4221;VAUREILLES;12290;517;36;14.24;2.2;44.45
4222;COMPOLIBAT;12071;397;23;17.04;2.2;44.3667
4223;ONET-LE-CHATEAU;12176;11084;275;40.2;2.53333;44.3833
4224;CAMPAGNAC;12047;455;10;41.88;3.08778;44.4183
4225;NAUVIALE;12171;569;21;26.19;2.41667;44.5167
4226;LAVERNHE;12126;242;9;26.32;3;44.3167
4227;ANGLARS-SAINT-FELIX;12008;709;31;22.22;2.21667;44.4167
4228;SYLVANES;12274;96;5;16.96;2.95;43.8333
4229;RODEZ;12202;23917;2139;11.18;2.56667;44.3333
4230;SOULAGES-BONNEVAL;12273;272;17;15.16;2.81667;44.6667
4231;LA CAPELLE-BONANCE;12055;91;6;14.12;3.01667;44.4333
4232;LEDERGUES;12127;705;19;36.31;2.45;44.0833
4233;PRADES-SALARS;12188;279;9;30.55;2.78333;44.2667
4234;SAINTE-CROIX;12217;729;28;25.88;1.96722;44.4264
4235;PLAISANCE;12183;212;15;14;2.54722;43.9267
4236;LA SELVE;12267;652;13;48.27;2.53333;44.1
4237;ARVIEU;12011;865;18;46.91;2.66667;44.1833
4238;ESCANDOLIERES;12095;204;15;13.5;2.35;44.4833
4239;CRESPIN;12085;256;13;18.35;2.3;44.05
4240;BOUSSAC;12032;529;29;17.92;2.36667;44.2833
4241;SAINT-JEAN-DU-BRUEL;12231;682;18;37.23;3.36667;44.0167
4242;LA CRESSE;12086;330;17;19.06;3.13333;44.1833
4243;GABRIAC;12106;487;19;25.54;2.8;44.45
4244;L'HOSPITALET-DU-LARZAC;12115;316;25;12.4;3.18333;43.9667
4245;FLAVIN;12102;2247;44;50.77;2.6;44.2833
4246;FIRMI;12100;2517;86;29.13;2.31667;44.5333
4247;SAINT-ANDRE-DE-VEZINES;12211;126;3;38.97;3.26667;44.15
4248;PEUX-ET-COUFFOULEUX;12179;104;4;21.71;2.86667;43.7667
4249;SAINT-AFFRIQUE;12208;8288;74;110.96;2.88722;43.9592
4250;SAINT-JEAN-DELNOUS;12230;430;23;18.29;2.5;44.0333
4251;PRADES-D'AUBRAC;12187;411;8;46.64;2.95;44.5333
4252;COUBISOU;12079;541;17;30.95;2.73333;44.55
4253;ESTAING;12098;600;35;16.96;2.67167;44.5553
4254;CASSUEJOULS;12058;130;12;10.35;2.83333;44.7167
4255;BALAGUIER-D'OLT;12018;127;11;10.84;1.98333;44.5333
4256;TAUSSAC;12277;457;11;39.3;2.65;44.8333
4257;MOYRAZES;12162;1139;23;48.67;2.43333;44.3333
4258;VIVIEZ;12305;1375;210;6.53;2.21667;44.55
4259;RIEUPEYROUX;12198;2084;38;54.81;2.23333;44.3
4260;COMPREGNAC;12072;232;20;11.09;2.96667;44.0833
4261;SAINT-MARTIN-DE-LENNE;12239;302;31;9.48;2.96667;44.4333
4262;BRANDONNET;12034;309;25;12.22;2.13333;44.3833
4263;CAMPOURIEZ;12048;383;20;18.38;2.61667;44.6833
4264;ESPALION;12096;4341;118;36.6;2.76667;44.5167
4265;NAUCELLE;12169;2017;86;23.23;2.35;44.2
4266;CRUEJOULS;12087;417;22;18.35;2.85;44.45
4267;RIVIERE-SUR-TARN;12200;1055;40;26.08;3.13333;44.1833
4268;LA BASTIDE-L'EVEQUE;12021;820;18;44.16;2.15;44.3333
4269;LAVAL-ROQUECEZIERE;12125;293;9;30.66;2.63333;43.8
4270;GAILLAC-D'AVEYRON;12107;329;11;29.03;2.93333;44.35
4271;LE TRUEL;12284;352;13;26.48;2.76667;44.05
4272;DURENQUE;12092;553;16;33.15;2.61667;44.1
4273;MELAGUES;12143;64;1;44.51;3.01667;43.7333
4274;LANUEJOULS;12121;732;61;12;2.16028;44.425
4275;LA COUVERTOIRADE;12082;175;2;61.91;3.31667;43.9167
4276;SAINTE-EULALIE-DE-CERNON;12220;256;5;46.35;3.13333;43.9833
4277;BOR-ET-BAR;12029;188;14;12.92;2.08333;44.2
4278;MONTJAUX;12153;386;12;31.48;2.9;44.1
4279;MONTBAZENS;12148;1407;80;17.48;2.23333;44.4833
4280;LA CAPELLE-BLEYS;12054;390;24;15.63;2.18333;44.3167
4281;SEBRAZAC;12265;509;20;25.04;2.66667;44.5333
4282;LE FEL;12093;163;6;24.89;2.53333;44.65
4283;MUROLS;12166;103;7;13.9;2.58333;44.75
4284;MAYRAN;12142;577;37;15.36;2.36667;44.3833
4285;LESCURE-JAOUL;12128;255;13;18.52;2.15;44.2333
4286;TOULONJAC;12281;702;96;7.25;2;44.3833
4287;MILLAU;12145;21887;130;168.23;3.08333;44.1
4288;CASTANET;12059;538;17;30.42;2.29;44.2784
4289;GALGAN;12108;352;17;20.37;2.18333;44.5167
4290;CONNAC;12075;109;10;10.69;2.6;44.0167
4291;VILLEFRANCHE-DE-ROUERGUE;12300;12124;264;45.85;2.05;44.35
4292;SAINTE-GENEVIEVE-SUR-ARGENCE;12223;1003;23;43.4;2.75;44.8
4293;CAPDENAC-GARE;12052;4457;220;20.21;2.08333;44.5667
4294;MOURET;12161;510;16;31.61;2.51667;44.5167
4295;LESTRADE-ET-THOUELS;12129;467;11;42.27;2.65;44.0667
4296;VALADY;12288;1548;99;15.51;2.43333;44.45
4297;BROMMAT;12036;693;16;43.28;2.68333;44.8333
4298;CABANES;12041;224;14;15.78;2.3;44.1833
4299;MARNHAGUES-ET-LATOUR;12139;140;6;21.92;3.05;43.8833
4300;CASSAGNES-BEGONHES;12057;903;29;30.93;2.53333;44.1667
4301;SAINT-SEVER-DU-MOUSTIER;12249;229;8;26.03;2.7;43.7833
4302;CREISSELS;12084;1474;52;28.19;3.05;44.0833
4303;GOUTRENS;12111;492;18;25.99;2.38333;44.4333
4304;MANHAC;12137;723;39;18.5;2.46667;44.25
4305;SAINT-BEAULIZE;12212;101;5;19.97;3.1;43.9
4306;SAINT-GEORGES-DE-LUZENCON;12225;1567;32;47.73;2.98333;44.0667
4307;SEGUR;12266;578;8;67.05;2.83333;44.3
4308;MOUNES-PROHENCOUX;12192;184;4;37.62;2.78333;43.8
4309;SAINT-SERNIN-SUR-RANCE;12248;694;62;11.14;2.6;43.8833
4310;PRUINES;12193;284;15;18.88;2.5;44.5333
4311;ROQUEFORT-SUR-SOULZON;12203;666;39;17.03;2.98333;43.9833
4312;AURELLE-VERLAC;12014;165;3;54.68;2.98333;44.5333
4313;MONTLAUR;12154;650;15;41.57;2.83389;43.8792
4314;FONDAMENTE;12155;309;6;50.58;3.11667;43.8833
4315;SAINT-SYMPHORIEN-DE-THENIERES;12250;239;7;31.63;2.72889;44.7373
4316;PONT-DE-SALARS;12185;1635;36;44.9;2.73333;44.2833
4317;LA TERRISSE;12279;164;5;27.6;2.81667;44.75
4318;LA ROQUE-SAINTE-MARGUERITE;12204;198;4;49.4;3.21667;44.1167
4319;COMBRET;12069;308;6;49.85;2.43333;44.5167
4320;CURIERES;12088;234;6;36.06;2.86667;44.65
4321;AGUESSAC;12002;860;48;17.64;3.1;44.15
4322;SAINT-JEAN-D'ALCAPIES;12229;258;29;8.62;2.98333;43.95
4323;MONTFRANC;12152;128;20;6.2;2.56667;43.85
4324;DECAZEVILLE;12089;6012;433;13.88;2.25;44.55
4325;GOLINHAC;12110;404;12;32.41;2.58333;44.6167
4326;SAINT-CHRISTOPHE-VALLON;12215;1141;49;23.22;2.4;44.4833
4327;SONNAC;12272;466;38;11.98;2.1;44.55
4328;BUZEINS;12040;186;8;21.59;2.96667;44.3667
4329;AUBIN;12013;4044;148;27.23;2.25;44.5333
4330;LUNAC;12135;439;23;18.78;2.11667;44.2333
4331;OLS-ET-RINHODES;12175;148;13;10.82;1.96083;44.4664
4332;CENTRES;12065;546;14;36.71;2.41667;44.1667
4333;LA BASTIDE-PRADINES;12022;111;5;20.56;3.05;44
4334;LA SERRE;12269;126;6;18.52;2.68195;43.885
4335;VITRAC-EN-VIADENE;12304;112;6;16.99;2.83333;44.7833
4336;NOAILHAC;12173;174;10;15.96;2.37528;44.5659
4337;SAINTE-RADEGONDE;12241;1658;54;30.48;2.63333;44.3333
4338;VIALA-DU-PAS-DE-JAUX;12295;99;5;18.95;3.05;43.95
4339;SAUJAC;12261;128;10;12.23;1.9;44.4833
4340;SENERGUES;12268;474;10;44.9;2.48333;44.6
4341;PRIVEZAC;12191;331;29;11.09;2.18333;44.4167
4342;MURET-LE-CHATEAU;12165;334;22;14.98;2.58333;44.5
4343;PAULHE;12178;348;73;4.72;3.1;44.15
4344;PALMAS;12177;311;21;14.34;2.83333;44.4
4345;MORLHON-LE-HAUT;12159;560;25;22.09;2.05;44.3333
4346;CAMBOULAZET;12045;365;26;13.78;2.45;44.2333
4347;RIGNAC;12199;1934;57;33.35;2.3;44.4167
4348;GRAISSAC;12112;207;9;22.42;2.78333;44.7667
4349;DRUELLE;12090;1972;55;35.68;2.5;44.35
4350;MONTEZIC;12151;248;13;18.87;2.65;44.7
4351;COLOMBIES;12068;951;17;55.23;2.35;44.35
4352;CONQUES;12076;275;9;30.51;2.4;44.6
4353;LE CAYROL;12064;275;12;22.16;2.8;44.6
4354;SALVAGNAC-CAJARC;12256;356;15;23.19;1.85;44.4667
4355;TAURIAC-DE-NAUCELLE;12276;375;17;21.59;2.3;44.15
4356;VILLENEUVE;12301;1947;29;65.3;2.03333;44.4333
4357;PRADINAS;12189;372;16;22.68;2.26667;44.2333
4358;PREVINQUIERES;12190;301;14;20.86;2.23333;44.3667
4359;ALMONT-LES-JUNIES;12004;487;20;23.75;2.29334;44.5964
4360;BARAQUEVILLE;12056;3041;89;34.01;2.43361;44.2778
4361;BROQUIES;12037;638;16;37.99;2.7;44
4362;VABRE-TIZAC;12285;436;19;22.67;2.15;44.2667
4363;MARTIEL;12140;915;19;46.71;1.91667;44.3667
4364;MOSTUEJOULS;12160;291;9;30.95;3.18333;44.2
4365;VIALA-DU-TARN;12296;531;13;38.56;2.88333;44.0667
4366;TOURNEMIRE;12282;393;44;8.91;3.01667;43.95
4367;SAUCLIERES;12260;173;4;38.81;3.36667;43.9667
4368;VABRES-L'ABBAYE;12286;1128;27;41.36;2.85;43.9333
4369;NANT;12168;924;8;109.4;3.3;44.0167
4370;ALRANCE;12006;400;11;35.43;2.68333;44.1333
4371;BELMONT-SUR-RANCE;12025;998;22;44.19;2.76667;43.8167
4372;SAINT-JUST-SUR-VIAUR;12235;201;8;25.1;2.36667;44.1333
4373;MARCILLAC-VALLON;12138;1667;114;14.59;2.46667;44.4667
4374;SAINT-BEAUZELY;12213;529;17;30.69;2.95;44.1667
4375;SAINT-JUERY;12233;220;7;29.01;2.69556;43.91
4376;LA CAVALERIE;12063;1071;26;40.56;3.16667;44
4377;CASTELNAU-DE-MANDAILLES;12061;542;15;35.87;2.88333;44.5333
4378;MALEVILLE;12136;919;25;36.35;2.11667;44.4
4379;VALZERGUES;12289;196;30;6.49;2.21667;44.5
4380;FAYET;12099;260;16;15.87;2.95;43.8
4381;BROUSSE-LE-CHATEAU;12038;155;9;15.54;2.61667;44
4382;SAINT-VICTOR-ET-MELVIEU;12251;381;21;17.91;2.83333;44.05
4383;CONDOM-D'AUBRAC;12074;315;6;46.08;2.86667;44.6167
4384;MONTAGNOL;12147;158;4;34.47;3.01667;43.8333
4385;CASTELMARY;12060;134;11;11.81;2.25;44.1833
4386;COUPIAC;12080;449;18;24.72;2.58333;43.95
4387;SALMIECH;12255;731;25;28.16;2.56667;44.1833
4388;RECOULES-PREVINQUIERES;12196;471;18;25.2;2.96667;44.3333
4389;DRULHE;12091;413;22;18.03;2.11667;44.4667
4390;SAINT-ANDRE-DE-NAJAC;12210;418;16;25.1;2.05;44.1833
4391;ARQUES;12010;118;10;11.29;2.8;44.3167
4392;LACALM;12117;197;7;26.49;2.88333;44.7667
4393;PIERREFICHE;12182;275;16;17.1;2.95;44.45
4394;SAINT-COME-D'OLT;12216;1365;45;30.1;2.81667;44.5167
4395;SAINT-CYPRIEN-SUR-DOURDOU;12218;847;28;30.23;2.41667;44.55
4396;BOZOULS;12033;2759;39;69.69;2.71667;44.4667
4397;OLEMPS;12174;3182;248;12.79;2.56667;44.35
4398;LASSOUTS;12124;320;10;30.74;2.86667;44.5
4399;LAPANOUSE-DE-CERNON;12122;118;5;22.87;3.1;44
4400;CANTOIN;12051;325;7;42.37;2.81667;44.8333
4401;ARNAC-SUR-DOURDOU;12009;27;1;16.57;2.93333;43.7333
4402;SAINTE-EULALIE-D'OLT;12219;366;20;17.48;2.93333;44.4667
4403;SAINT-LEONS;12238;363;11;32.89;2.98333;44.2167
